6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.36351648632e-07
1.0	0.00133200177512	314047784.076
2.0	0.00266134751302	444119517.185
3.0	0.00398804778503	475612190.763
4.0	0.00531211309945	496334246.488
5.0	0.00663355390211	513892170.354
6.0	0.00795238057685	529940461.252
7.0	0.00926860344599	545108167.461
8.0	0.0105822327709	559693356.937
9.0	0.0118932787522	573856598.774
10.0	0.0132017515308	587694922.113
