5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	9.06418660245e-06	2.44305451847e-07	-1.65841427107e-07	2.44305451847e-07	9.55452592449e-06	-8.38558439845e-07	-1.65841427107e-07	-8.38558439845e-07	9.28526855501e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06418660245e-06	2.44305451847e-07	-1.65841427107e-07	2.44305451847e-07	9.55452592449e-06	-8.38558439845e-07	-1.65841427107e-07	-8.38558439845e-07	9.28526855501e-06	0.0	1.5975015102e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-8.45295867968e-21	-1.62193781305e-19	-1.02614339927e-21	1.0	2.83678629704e-19	5.38597976349e-22	5.51026365052e-21	1.0	481614847.822	-6011250.14439	-2316367.30757	-5999252.55397	168031267.936	-5625785.21672	-2311743.90976	-5625784.38595	162359936.307	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	481614847.822	-5999251.641107785	-2311743.81993014	-5999252.55397	167695876.1836327	-5614556.104510978	-2311743.9097599997	-5614555.275399202	162035864.57784432	0.00133200177512	317131702.565
2	nan	nan	1	1	32.0	32.0	32.0	1.004	5.74807807663e-21	-7.57619272531e-19	1.50050563117e-21	1.0	5.33519190785e-19	-3.00778380361e-21	-4.87829766253e-21	1.0	837036340.493	-8385373.68187	-1361097.88001	-8351966.02363	397909089.418	-9183216.11833	-1355675.45102	-9183215.49448	389566627.395	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	837036340.493	-8351965.818595618	-1355675.1792928285	-8351966.02363	396323794.2410358	-9146629.599930279	-1355675.4510200003	-9146628.978565738	388014569.11852586	0.00266134751302	445448463.304
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-3.84473548715e-21	-3.10268003143e-19	8.97387567043e-21	1.0	-4.6239768473e-19	-1.06654600231e-20	-2.65458802181e-20	1.0	1125276294.01	-8548547.46292	385376.399142	-8497562.51553	660348148.748	-10173001.1916	383078.511949	-10173000.6023	650323857.725	0.005982071677547469	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1125276294.01	-8497562.090377735	383077.93155268393	-8497562.515530001	656409690.6043738	-10112327.228230618	383078.51194899983	-10112326.642445328	646445186.6053679	0.00398804778503	474479767.413
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-7.20011092391e-20	2.16176373901e-18	1.36906663184e-20	1.0	1.25041357003e-18	-1.35773425744e-20	2.51462906216e-22	1.0	1405886532.77	-8595147.3471	1270908.2819	-8526924.5783	926335949.656	-10743867.9681	1260827.13982	-10743865.1128	915358693.065	0.007968169649176881	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1405886532.77	-8526931.891964287	1260821.7082341271	-8526924.5783	918984077.0396826	-10658599.174702382	1260827.1398200018	-10658596.34206349	908093941.5327382	0.00531211309945	493009880.061
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-6.6753475433e-20	7.54851939791e-19	1.19407657325e-20	1.0	2.48654338523e-18	-3.69021814872e-20	4.52649774801e-20	1.0	1683993007.64	-8688836.18283	1714992.21728	-8602786.14738	1193619538.84	-11208182.6243	1698022.92536	-11208177.2909	1182055866.96	0.009950330853168092	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1683993007.64	-8602808.101811882	1698012.0963168317	-8602786.14738	1181801523.6039603	-11097210.51910891	1698022.925360001	-11097205.238514848	1170352343.5247526	0.00663355390211	508603155.035
6	nan	nan	1	1	32.0	32.0	32.0	1.012	-5.75965860521e-20	1.49753108969e-18	1.4863608427e-20	1.0	-9.04598100443e-19	-2.88719121006e-20	4.11108764439e-20	1.0	1960685879.41	-8833194.2857	1950728.40711	-8728413.4716	1461760112.4	-11623438.7302	1927615.0977	-11623431.9404	1449794202.68	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960685879.41	-8728452.851482214	1927597.2402272727	-8728413.4716	1444426988.5375495	-11485611.393478261	1927615.097700002	-11485604.684189726	1432602967.0750988	0.00795238057685	522879304.719
7	nan	nan	1	1	32.0	32.0	32.0	1.014	1.3008242313e-19	2.84723507775e-18	7.89688651289e-21	1.0	1.60247508041e-18	-2.32082064464e-20	1.73616938769e-19	1.0	2236352320.98	-8997360.21199	2086107.27334	-8873071.40728	1730617405.24	-12008390.7948	2057355.51072	-12008368.8159	1718335342.35	0.013902905168991434	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2236352320.98	-8873136.303737674	2057305.0032938858	-8873071.407280002	1706723279.3293886	-11842594.47218935	2057355.5107200048	-11842572.796745561	1694610791.2721894	0.00926860344599	536412521.917
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-3.62569806094e-20	2.57109902822e-18	-2.19845995253e-20	1.0	-9.89144230852e-19	-2.97536866335e-20	-1.03683781061e-19	1.0	2511174978.47	-9166454.45708	2175616.65988	-9022038.12258	2000117914.97	-12369344.6852	2141418.75784	-12369322.0067	1987576810.03	0.015873349156290163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2511174978.47	-9022100.843582677	2141354.980196851	-9022038.12258	1968619995.0492127	-12174551.85551181	2141418.757840005	-12174529.534153545	1956276387.824803	0.0105822327709	549470625.636
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-5.13149764803e-20	-1.94230941378e-18	-5.49508488628e-20	1.0	-6.82032748927e-19	-3.13542811188e-20	-1.48548403125e-19	1.0	2785249489.28	-9345711.7769	2242475.82989	-9180382.36522	2270224781.8	-12714406.9945	2202897.20294	-12714372.8685	2257464103.37	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2785249489.28	-9180463.435068764	2202824.9802455795	-9180382.36522	2230083282.711199	-12489594.297151277	2202897.2029399965	-12489560.77455796	2217548235.1375246	0.0118932787522	562193068.323
