6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.86617342455e-06
1.0	0.00133200177512	320351791.796
2.0	0.00266134751303	445240823.188
3.0	0.00398804778503	474109935.403
4.0	0.00531211309945	492951999.448
5.0	0.00663355390211	508900588.537
6.0	0.00795238057685	523508046.59
7.0	0.00926860344599	537342857.292
8.0	0.0105822327709	550670390.484
9.0	0.0118932787522	563639991.5
10.0	0.0132017515308	576342992.563
