6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.10130022641e-07
1.0	0.00133200177512	312543452.738
2.0	0.00266134751302	443052572.716
3.0	0.00398804778503	476719398.701
4.0	0.00531211309945	499614497.959
5.0	0.00663355390211	519139243.661
6.0	0.00795238057685	536984564.194
7.0	0.00926860344599	553795773.834
8.0	0.0105822327709	569900059.728
9.0	0.0118932787522	585476799.782
10.0	0.0132017515308	600639538.083
