6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.63428718224e-06
1.0	0.00133200177512	304910536.313
2.0	0.00266134751302	433910304.331
3.0	0.00398804778503	464027266.086
4.0	0.00531211309945	483550576.488
5.0	0.00663355390211	499928084.824
6.0	0.00795238057685	514828093.881
7.0	0.00926860344599	528880054.917
8.0	0.0105822327709	542375499.915
9.0	0.0118932787522	555477327.739
10.0	0.0132017515308	568282038.977
