6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.52507176486e-06
1.0	0.00133200177512	312594292.041
2.0	0.00266134751302	437587269.49
3.0	0.00398804778503	461408277.976
4.0	0.00531211309945	477045692.094
5.0	0.00663355390211	490482028.924
6.0	0.00795238057685	502808171.034
7.0	0.00926860344599	514460683.122
8.0	0.0105822327709	525681736.866
9.0	0.0118932787522	536607025.655
10.0	0.0132017515308	547310405.536
