6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.05280550835e-06
1.0	0.00133200177512	307258315.953
2.0	0.00266134751303	437502332.412
3.0	0.00398804778503	466625447.661
4.0	0.00531211309945	484382681.511
5.0	0.00663355390211	499046191.698
6.0	0.00795238057685	512373009.557
7.0	0.00926860344599	524979588.746
8.0	0.0105822327709	537137264.398
9.0	0.0118932787522	548982876.128
10.0	0.0132017515308	560599733.0
