6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.34865167054e-06
1.0	0.00133200177512	315002743.409
2.0	0.00266134751303	442272181.073
3.0	0.00398804778503	471729442.872
4.0	0.00531211309945	490736286.674
5.0	0.00663355390211	506716777.272
6.0	0.00795238057685	521314119.479
7.0	0.00926860344599	535125650.185
8.0	0.0105822327709	548425771.784
9.0	0.0118932787522	561368124.315
10.0	0.0132017515308	574041588.39
