6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.1938315662e-06
1.0	0.00133200177512	310262988.725
2.0	0.00266134751302	444961941.271
3.0	0.00398804778503	474736008.821
4.0	0.00531211309945	492016015.318
5.0	0.00663355390211	506190466.661
6.0	0.00795238057685	519101905.496
7.0	0.00926860344599	531342521.605
8.0	0.0105822327709	543167762.812
9.0	0.0118932787522	554711466.304
10.0	0.0132017515308	566048707.663
