6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.98498931621e-06
1.0	0.00133200177512	315824352.792
2.0	0.00266134751302	440885241.125
3.0	0.00398804778503	467660790.921
4.0	0.00531211309945	483721437.589
5.0	0.00663355390211	497362547.318
6.0	0.00795238057685	509965300.55
7.0	0.00926860344599	521969300.593
8.0	0.0105822327709	533582756.299
9.0	0.0118932787522	544916170.364
10.0	0.0132017515308	556041661.86
