6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.28153807194e-06
1.0	0.00133200177512	310915585.812
2.0	0.00266134751302	445636633.48
3.0	0.00398804778503	476832067.872
4.0	0.00531211309945	495049902.559
5.0	0.00663355390211	510011889.242
6.0	0.00795238057685	523601848.199
7.0	0.00926860344599	536469459.933
8.0	0.0105822327709	548894560.819
9.0	0.0118932787522	561014271.684
10.0	0.0132017515308	572909895.28
