6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.82875232368e-06
1.0	0.00133200177512	318490797.697
2.0	0.00266134751303	444629468.014
3.0	0.00398804778503	473199891.308
4.0	0.00531211309945	491433586.278
5.0	0.00663355390211	506680740.595
6.0	0.00795238057685	520576139.11
7.0	0.00926860344599	533708358.195
8.0	0.0105822327709	546349267.828
9.0	0.0118932787522	558640347.627
10.0	0.0132017515308	570665884.528
