5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.46212675063e-06	-3.10679696186e-07	2.134429513e-07	-3.10679696186e-07	5.36849748264e-06	2.75372250774e-07	2.134429513e-07	2.75372250774e-07	4.20794313343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46212675063e-06	-3.10679696186e-07	2.134429513e-07	-3.10679696186e-07	5.36849748264e-06	2.75372250774e-07	2.134429513e-07	2.75372250774e-07	4.20794313343e-06	0.0	1.33050018302e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.42796189145e-20	1.37763622298e-19	7.00001593373e-23	1.0	2.87002721234e-20	-3.8546616545e-22	7.15118319067e-21	1.0	482183669.501	4920037.79047	-7423677.26122	4910217.31206	163532280.156	-3971682.82861	-7408860.06003	-3971683.51838	166285481.507	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	482183669.501	4910217.3557584835	-7408859.542135728	4910217.312059999	163205868.41916165	-3963755.317974052	-7408860.06003	-3963756.0063672652	165953574.35828343	0.00133200177512	318059850.756
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-9.01254636407e-21	1.6126216914e-19	2.52786395196e-21	1.0	1.78393079626e-19	3.33539902497e-21	1.96041805175e-21	1.0	836912343.416	5840879.70355	-9017647.43453	5817609.3949	392395532.345	-6209906.42345	-8981720.99795	-6209906.31543	395156666.99	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	836912343.416	5817609.266484063	-8981720.552320717	5817609.3949	390832203.5308765	-6185165.760408366	-8981720.99795	-6185165.652818725	393582337.63944227	0.00266134751302	445226448.803
3	nan	nan	1	1	32.0	32.0	32.0	1.006	8.51218481154e-20	-1.69197312756e-19	3.69046630291e-21	1.0	-8.64387196506e-19	9.29420136265e-21	4.05070345967e-21	1.0	1125383191.66	5167836.06313	-8632794.7567	5137012.65343	653829614.963	-7265426.34041	-8581307.49641	-7265427.34401	656689738.52	0.005982071677547469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125383191.66	5137013.979254473	-8581306.915208748	5137012.65343	649930034.7544732	-7222093.777743539	-8581307.49641	-7222094.775357855	652773099.9204772	0.00398804778503	474519338.149
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-5.17815063458e-21	-3.48127232599e-19	1.08426834693e-20	1.0	1.73540341844e-18	-3.48987500436e-21	3.70022703413e-20	1.0	1406374867.73	4809188.36815	-8334702.13899	4771014.58858	919013144.428	-7887248.15434	-8268553.39408	-7887244.97428	922162987.703	0.007968169649176881	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1406374867.73	4771020.206498017	-8268553.709315476	4771014.58858	911719389.3134921	-7824650.946765874	-8268553.39408	-7824647.791944442	914844233.8323412	0.00531211309945	493563730.118
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.10362437327e-20	-3.97759723713e-19	-7.62991397019e-21	1.0	1.53987281088e-18	-5.78943710726e-21	7.44173038083e-20	1.0	1684824506.41	4677682.85387	-8133122.51228	4631352.15162	1185680019.29	-8360414.14657	-8052598.64143	-8360406.70641	1189151335.43	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1684824506.41	4631369.162247525	-8052596.5468118815	4631352.15162	1173940613.1584158	-8277637.768881188	-8052598.641430001	-8277630.402386136	1177377559.8316832	0.00663355390211	509629986.81
6	nan	nan	1	1	32.0	32.0	32.0	1.012	1.08185297955e-19	-2.73103605402e-19	-1.4191110589e-20	1.0	9.64654721637e-19	-1.70771437462e-20	-6.3064249901e-20	1.0	1961807865.61	4643771.74808	-8012744.08319	4588681.97754	1453325787.09	-8744484.84421	-7917737.88548	-8744473.13396	1457103809.05	0.011928570865273812	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	1961807865.61	4588707.260948617	-7917731.307499999	4588681.97754	1436092674.9901185	-8640795.300602768	-7917737.885479999	-8640783.729209483	1439825898.2707508	0.00795238057685	524311945.377
7	nan	nan	1	1	32.0	32.0	32.0	1.014	6.05628557287e-20	8.41606642436e-19	-1.64848824276e-20	1.0	2.48783999084e-18	-1.47800631851e-20	1.65436122511e-24	1.0	2237729974.44	4659316.37424	-7952464.34424	4594955.10145	1721754233.56	-9086499.88788	-7842672.90666	-9086483.38368	1725823712.25	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2237729974.44	4594986.562366864	-7842667.006153846	4594955.10145	1697982478.8560157	-8961045.254319526	-7842672.906659999	-8961028.977988163	1701995771.4497042	0.00926860344599	538206340.659
8	nan	nan	1	1	32.0	32.0	32.0	1.016	5.59074832412e-20	-3.12659382294e-19	-1.21165416127e-20	1.0	-3.8335718576e-18	-1.02570395957e-20	-1.11833164456e-19	1.0	2512782105.82	4691340.3134	-7939963.9032	4617409.64459	1990881550.79	-9407075.02989	-7814931.8234	-9407071.3497	1995211262.67	0.015873349156290163	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2512782105.82	4617460.9383858275	-7814925.101574803	4617409.64459	1959529085.4232283	-9258932.116033467	-7814931.823400002	-9258928.49379922	1963790612.8641734	0.0105822327709	551591993.31
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.29660561018e-19	-8.50523649439e-19	4.718238214e-21	1.0	-2.588148875e-18	1.05879118407e-21	6.36929071666e-21	1.0	2787066696.33	4730395.37926	-7962024.87135	4646683.89776	2260654075.25	-9708528.5249	-7821256.09794	-9708516.37932	2265223726.23	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2787066696.33	4646753.810667976	-7821242.506237721	4646683.89776	2220681802.7996073	-9536864.955697447	-7821256.097940002	-9536853.024872303	2225170654.4499016	0.0118932787522	564615556.368
10	nan	nan	1	1	32.0	32.0	32.0	1.02	-2.76576109613e-20	5.60758972139e-19	1.1846880733e-20	1.0	-4.54100318723e-18	1.83981511844e-20	-2.78824386518e-19	1.0	3060647714.15	4777052.24229	-8011242.97642	4683289.41472	2531039186.84	-9999128.71624	-7854145.74391	-9999109.46669	2535832859.24	0.01980262729617973	0.0	0.0	0.0	-6.661338147750941e-16	0.0	0.0	0.0	-4.440892098500627e-16	3060647714.15	4683384.551264706	-7854159.780803922	4683289.41472	2481410967.490196	-9803067.368862744	-7854145.743909997	-9803048.496754913	2486110646.313725	0.0132017515308	577368368.468
