6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.2549083531e-06
1.0	0.00133200177512	321941654.997
2.0	0.00266134751303	444603786.474
3.0	0.00398804778503	472676385.27
4.0	0.00531211309945	491362390.452
5.0	0.00663355390211	507207486.449
6.0	0.00795238057685	521698592.003
7.0	0.00926860344599	535401955.365
8.0	0.0105822327709	548591430.795
9.0	0.0118932787522	561411163.337
10.0	0.0132017515308	573959264.926
