6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.06163468325e-06
1.0	0.00133200177512	304251332.434
2.0	0.00266134751302	433669303.776
3.0	0.00398804778503	464486775.759
4.0	0.00531211309945	483440506.175
5.0	0.00663355390211	499125304.862
6.0	0.00795238057685	513374813.066
7.0	0.00926860344599	526833102.575
8.0	0.0105822327709	539784296.984
9.0	0.0118932787522	552383200.047
10.0	0.0132017515308	564720499.149
