6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.90318278766e-07
1.0	0.00133200177512	319595798.963
2.0	0.00266134751302	446630495.271
3.0	0.00398804778503	478448288.162
4.0	0.00531211309945	500055655.624
5.0	0.00663355390211	518494383.078
6.0	0.00795238057685	535373752.978
7.0	0.00926860344599	551296524.197
8.0	0.0105822327709	566569460.619
9.0	0.0118932787522	581364214.991
10.0	0.0132017515308	595789479.562
