6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.78195256576e-07
1.0	0.00133200177512	315769246.109
2.0	0.00266134751302	445574243.304
3.0	0.00398804778503	479141800.076
4.0	0.00531211309945	502077894.151
5.0	0.00663355390211	521678892.096
6.0	0.00795238057685	539614794.612
7.0	0.00926860344599	556526072.146
8.0	0.0105822327709	572728254.036
9.0	0.0118932787522	588403403.876
10.0	0.0132017515308	603661788.201
