6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.22289462869e-07
1.0	0.00133200177512	311854368.23
2.0	0.00266134751303	442639771.909
3.0	0.00398804778503	475215113.887
4.0	0.00531211309945	496880940.85
5.0	0.00663355390211	515273729.301
6.0	0.00795238057685	532079440.694
7.0	0.00926860344599	547943209.761
8.0	0.0105822327709	563168905.726
9.0	0.0118932787522	577922652.638
10.0	0.0132017515308	592308528.673
