6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.66770839711e-07
1.0	0.00133200177512	313631428.875
2.0	0.00266134751302	443480477.504
3.0	0.00398804778503	475668802.501
4.0	0.00531211309945	497223792.603
5.0	0.00663355390211	515575389.192
6.0	0.00795238057685	532359979.689
7.0	0.00926860344599	548203734.726
8.0	0.0105822327709	563411322.441
9.0	0.0118932787522	578150946.951
10.0	0.0132017515308	592527966.66
