6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.05707212107e-06
1.0	0.00133200177512	326856054.395
2.0	0.00266134751303	450045464.561
3.0	0.00398804778503	479141813.444
4.0	0.00531211309945	498821933.846
5.0	0.00663355390211	515603515.609
6.0	0.00795238057685	530980843.263
7.0	0.00926860344599	545531790.516
8.0	0.0105822327709	559532858.623
9.0	0.0118932787522	573131517.063
10.0	0.0132017515308	586430596.448
