6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.2526803237e-07
1.0	0.00133200177512	314078346.525
2.0	0.00266134751303	443589359.942
3.0	0.00398804778503	476001174.075
4.0	0.00531211309945	497654584.191
5.0	0.00663355390211	516069917.566
6.0	0.00795238057685	532914988.45
7.0	0.00926860344599	548814112.703
8.0	0.0105822327709	564076898.89
9.0	0.0118932787522	578867880.621
10.0	0.0132017515308	593292773.558
