3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	-1.84170021973e-05
1.0	1.0002	32057586.267
2.0	1.0004	64134603.154
3.0	1.0006	96230984.6468
4.0	1.0008	128346758.519
5.0	1.001	160481925.686
6.0	1.0012	192636501.962
7.0	1.0014	224810491.1
8.0	1.0016	257003883.296
9.0	1.0018	289216686.325
10.0	1.002	321448904.307
11.0	1.0022	353700541.001
12.0	1.0024	385971563.21
13.0	1.0026	418261820.867
14.0	1.0028	450570705.861
15.0	1.003	482895890.34
16.0	1.0032	515229578.782
17.0	1.0034	547547891.377
18.0	1.0036	579786746.838
19.0	1.0038	611804241.654
20.0	1.004	643365547.329
21.0	1.0042	674214607.104
22.0	1.0044	704199941.411
23.0	1.0046	733316650.865
24.0	1.0048	761651527.462
25.0	1.005	789322575.729
26.0	1.0052	816456925.893
27.0	1.0054	843177117.397
28.0	1.0056	869587266.477
29.0	1.0058	895765756.132
30.0	1.006	921773495.045
31.0	1.0062	947648715.337
32.0	1.0064	973417345.401
33.0	1.0066	999090907.778
34.0	1.0068	1024677224.6
35.0	1.007	1050176300.12
36.0	1.0072	1075588703.52
37.0	1.0074	1100910028.32
38.0	1.0076	1126138268.62
39.0	1.0078	1151267691.16
40.0	1.008	1176295811.79
41.0	1.0082	1201217188.43
42.0	1.0084	1226030002.07
43.0	1.0086	1250730205.39
44.0	1.0088	1275317330.17
45.0	1.009	1299789041.28
46.0	1.0092	1324146020.34
47.0	1.0094	1348387185.26
48.0	1.0096	1372513957.21
49.0	1.0098	1396526245.94
50.0	1.01	1420426228.57
51.0	1.0102	1444214857.9
52.0	1.0104	1467895128.51
53.0	1.0106	1491468977.36
54.0	1.0108	1514940080.51
55.0	1.011	1538311129.5
56.0	1.0112	1561586229.27
57.0	1.0114	1584768537.41
58.0	1.0116	1607862353.67
59.0	1.0118	1630871079.62
60.0	1.012	1653799048.88
61.0	1.0122	1676649758.23
62.0	1.0124	1699427453.41
63.0	1.0126	1722135595.62
64.0	1.0128	1744778219.6
65.0	1.013	1767358610.92
66.0	1.0132	1789880480.25
67.0	1.0134	1812346827.83
68.0	1.0136	1834760978.22
69.0	1.0138	1857125603.7
70.0	1.014	1879443644.91
71.0	1.0142	1901717458.79
72.0	1.0144	1923949639.59
73.0	1.0146	1946142262.43
74.0	1.0148	1968297617.74
75.0	1.015	1990417528.92
76.0	1.0152	2012504011.55
77.0	1.0154	2034558652.48
78.0	1.0156	2056583206.76
79.0	1.0158	2078579033.18
80.0	1.016	2100547640.72
81.0	1.0162	2122490174.29
82.0	1.0164	2144407917.71
83.0	1.0166	2166301822.77
84.0	1.0168	2188172972.94
85.0	1.017	2210022149.7
86.0	1.0172	2231850259.87
87.0	1.0174	2253657938.78
88.0	1.0176	2275445942.37
89.0	1.0178	2297214786.92
90.0	1.018	2318965108.74
91.0	1.0182	2340697337.11
92.0	1.0184	2362412020.71
93.0	1.0186	2384109529.3
94.0	1.0188	2405790346.81
95.0	1.019	2427454801.51
96.0	1.0192	2449103327.35
97.0	1.0194	2470736221.46
98.0	1.0196	2492353875.56
99.0	1.0198	2513956557.79
100.0	1.02	2535544619.05
101.0	1.0198	2498341974.49
102.0	1.0196	2463505220.03
103.0	1.0194	2429706566.4
104.0	1.0192	2396454412.58
105.0	1.019	2363471016.76
106.0	1.0188	2330650094.71
107.0	1.0186	2297926142.15
108.0	1.0184	2265270677.01
109.0	1.0182	2232664420.06
110.0	1.018	2200096954.44
111.0	1.0178	2167560604.02
112.0	1.0176	2135051382.13
113.0	1.0174	2102566217.95
114.0	1.0172	2070103538.02
115.0	1.017	2037662085.5
116.0	1.0168	2005241236.89
117.0	1.0166	1972840418.06
118.0	1.0164	1940459398.55
119.0	1.0162	1908097903.25
120.0	1.016	1875755870.59
121.0	1.0158	1843433154.47
122.0	1.0156	1811129774.49
123.0	1.0154	1778845647.5
124.0	1.0152	1746580851.08
125.0	1.015	1714335350.61
126.0	1.0148	1682109296.62
127.0	1.0146	1649902728.56
128.0	1.0144	1617715941.68
129.0	1.0142	1585549153.18
130.0	1.014	1553402955.16
131.0	1.0138	1521277925.6
132.0	1.0136	1489175265.18
133.0	1.0134	1457096431.27
134.0	1.0132	1425044220.38
135.0	1.013	1393022967.85
136.0	1.0128	1361041714.1
137.0	1.0126	1329118664.26
138.0	1.0124	1297293404.92
139.0	1.0122	1265642934.61
140.0	1.012	1234294568.21
141.0	1.0118	1203407134.86
142.0	1.0116	1173112176.77
143.0	1.0114	1143459960.08
144.0	1.0112	1114418390.25
145.0	1.011	1085909376.35
146.0	1.0108	1057849695.62
147.0	1.0106	1030169635.27
148.0	1.0104	1002827424.12
149.0	1.0102	975797713.049
150.0	1.01	949062009.341
151.0	1.0098	922594196.065
152.0	1.0096	896360934.599
153.0	1.0094	870322973.867
154.0	1.0092	844442674.585
155.0	1.009	818686551.828
156.0	1.0088	793028524.753
157.0	1.0086	767448601.413
158.0	1.0084	741932722.011
159.0	1.0082	716470585.305
160.0	1.008	691055384.323
161.0	1.0078	665682275.891
162.0	1.0076	640348482.863
163.0	1.0074	615052231.183
164.0	1.0072	589792791.44
165.0	1.007	564569390.831
166.0	1.0068	539381566.269
167.0	1.0066	514228554.091
168.0	1.0064	489110002.502
169.0	1.0062	464025441.492
170.0	1.006	438974959.736
171.0	1.0058	413958613.294
172.0	1.0056	388977008.624
173.0	1.0054	364030793.989
174.0	1.0052	339121127.24
175.0	1.005	314249203.972
176.0	1.0048	289416625.088
177.0	1.0046	264625003.468
178.0	1.0044	239876204.626
179.0	1.0042	215171924.005
180.0	1.004	190513860.799
181.0	1.0038	165913524.82
182.0	1.0036	141355843.575
183.0	1.0034	116845901.129
184.0	1.0032	92384388.156
185.0	1.003	67971046.9836
186.0	1.0028	43616587.764
187.0	1.0026	19309255.151
188.0	1.0024	-4946698.30152
189.0	1.0022	-29152033.1827
190.0	1.002	-53301525.1017
191.0	1.0018	-77402342.4521
192.0	1.0016	-101450582.892
193.0	1.0014	-125447749.801
194.0	1.0012	-149389818.052
195.0	1.001	-173283446.823
196.0	1.0008	-197123329.524
197.0	1.0006	-220914784.715
198.0	1.0004	-244653044.442
199.0	1.0002	-268343170.846
200.0	1.0	-291982553.453
201.0	0.9998	-315573153.207
202.0	0.9996	-339110975.433
203.0	0.9994	-362602106.918
204.0	0.9992	-386044552.949
205.0	0.999	-409439768.77
206.0	0.9988	-432788042.687
207.0	0.9986	-456090554.137
208.0	0.9984	-479347392.029
209.0	0.9982	-502559318.634
210.0	0.998	-525727665.075
211.0	0.9978	-548852507.022
212.0	0.9976	-571936147.478
213.0	0.9974	-594978238.054
214.0	0.9972	-617981409.714
215.0	0.997	-640945157.615
216.0	0.9968	-663872079.945
217.0	0.9966	-686761656.264
218.0	0.9964	-709616324.233
219.0	0.9962	-732435643.236
220.0	0.996	-755221860.803
221.0	0.9958	-777974681.157
222.0	0.9956	-800696163.112
223.0	0.9954	-823386182.894
224.0	0.9952	-846046619.423
225.0	0.995	-868677514.444
226.0	0.9948	-891280576.131
227.0	0.9946	-913855986.194
228.0	0.9944	-936405292.311
229.0	0.9942	-958928784.652
230.0	0.994	-981427861.114
231.0	0.9938	-1003902887.93
232.0	0.9936	-1026355121.59
233.0	0.9934	-1048784972.22
234.0	0.9932	-1071193560.66
235.0	0.993	-1093581313.1
236.0	0.9928	-1115949223.42
237.0	0.9926	-1138297716.06
238.0	0.9924	-1160627672.22
239.0	0.9922	-1182939506.79
240.0	0.992	-1205234006.84
241.0	0.9918	-1227511578.14
242.0	0.9916	-1249772934.83
243.0	0.9914	-1272018478.86
244.0	0.9912	-1294248869.88
245.0	0.991	-1316464509.8
246.0	0.9908	-1338666016.46
247.0	0.9906	-1360853793.07
248.0	0.9904	-1383028423.33
249.0	0.9902	-1405190309.04
250.0	0.99	-1427339998.15
251.0	0.9898	-1449477879.68
252.0	0.9896	-1471604455.72
253.0	0.9894	-1493720088.51
254.0	0.9892	-1515825228.32
255.0	0.989	-1537920206.16
256.0	0.9888	-1560005427.29
257.0	0.9886	-1582081197.2
258.0	0.9884	-1604147888.69
259.0	0.9882	-1626205788.88
260.0	0.988	-1648255244.04
261.0	0.9878	-1670296522.0
262.0	0.9876	-1692329938.14
263.0	0.9874	-1714355738.35
264.0	0.9872	-1736374208.43
265.0	0.987	-1758385576.19
266.0	0.9868	-1780390101.5
267.0	0.9866	-1802387995.05
268.0	0.9864	-1824379493.54
269.0	0.9862	-1846364795.82
270.0	0.986	-1868344118.31
271.0	0.9858	-1890317647.79
272.0	0.9856	-1912285582.02
273.0	0.9854	-1934248093.32
274.0	0.9852	-1956205360.6
275.0	0.985	-1978157537.1
276.0	0.9848	-2000104780.23
277.0	0.9846	-2022047222.44
