3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	2.63430300739e-05
1.0	1.0002	33559675.7989
2.0	1.0004	67139683.7382
3.0	1.0006	100740004.16
4.0	1.0008	134360675.334
5.0	1.001	168001688.807
6.0	1.0012	201663030.497
7.0	1.0014	235344732.537
8.0	1.0016	269046774.097
9.0	1.0018	302769171.195
10.0	1.002	336511921.864
11.0	1.0022	370275028.388
12.0	1.0024	404058447.817
13.0	1.0026	437862011.381
14.0	1.0028	471684984.002
15.0	1.003	505524648.833
16.0	1.0032	539372204.25
17.0	1.0034	573203022.233
18.0	1.0036	606961489.28
19.0	1.0038	640555986.203
20.0	1.004	673888734.685
21.0	1.0042	706908032.484
22.0	1.0044	739633439.514
23.0	1.0046	772131478.073
24.0	1.0048	804472289.38
25.0	1.005	836701854.373
26.0	1.0052	868835349.646
27.0	1.0054	900862362.96
28.0	1.0056	932756246.538
29.0	1.0058	964487145.619
30.0	1.006	996022826.504
31.0	1.0062	1027333817.71
32.0	1.0064	1058391508.45
33.0	1.0066	1089165788.0
34.0	1.0068	1119620816.98
35.0	1.007	1149707476.68
36.0	1.0072	1179373183.4
37.0	1.0074	1208563737.5
38.0	1.0076	1237242785.52
39.0	1.0078	1265392730.49
40.0	1.008	1293026152.04
41.0	1.0082	1320172796.95
42.0	1.0084	1346882684.82
43.0	1.0086	1373206328.06
44.0	1.0088	1399200563.16
45.0	1.009	1424911136.16
46.0	1.0092	1450384059.39
47.0	1.0094	1475651754.33
48.0	1.0096	1500746697.86
49.0	1.0098	1525689635.56
50.0	1.01	1550502845.56
51.0	1.0102	1575199403.52
52.0	1.0104	1599794904.58
53.0	1.0106	1624297733.87
54.0	1.0108	1648719067.73
55.0	1.011	1673064149.98
56.0	1.0112	1697340826.84
57.0	1.0114	1721551939.09
58.0	1.0116	1745702806.4
59.0	1.0118	1769794577.93
60.0	1.012	1793831006.93
61.0	1.0122	1817812355.08
62.0	1.0124	1841741583.59
63.0	1.0126	1865618640.72
64.0	1.0128	1889446140.08
65.0	1.013	1913224058.33
66.0	1.0132	1936954807.62
67.0	1.0134	1960638418.04
68.0	1.0136	1984277060.97
69.0	1.0138	2007870730.52
70.0	1.014	2031421341.65
71.0	1.0142	2054928808.86
72.0	1.0144	2078394797.66
73.0	1.0146	2101819132.84
74.0	1.0148	2125203282.55
75.0	1.015	2148547004.33
76.0	1.0152	2171851570.12
77.0	1.0154	2195116689.9
78.0	1.0156	2218343553.65
79.0	1.0158	2241531962.7
80.0	1.016	2264683141.18
81.0	1.0162	2287796981.3
82.0	1.0164	2310874727.3
83.0	1.0166	2333916324.92
84.0	1.0168	2356923006.51
85.0	1.017	2379894734.89
86.0	1.0172	2402832691.09
87.0	1.0174	2425736837.88
88.0	1.0176	2448608305.2
89.0	1.0178	2471447063.9
90.0	1.018	2494254217.91
91.0	1.0182	2517029744.72
92.0	1.0184	2539774708.09
93.0	1.0186	2562489101.07
94.0	1.0188	2585173950.78
95.0	1.019	2607829299.03
96.0	1.0192	2630456139.35
97.0	1.0194	2653054572.84
98.0	1.0196	2675625559.82
99.0	1.0198	2698169232.55
100.0	1.02	2720686516.1
101.0	1.0198	2680820977.39
102.0	1.0196	2643671668.24
103.0	1.0194	2607774418.31
104.0	1.0192	2572554863.1
105.0	1.019	2537711800.47
106.0	1.0188	2503091958.73
107.0	1.0186	2468610175.93
108.0	1.0184	2434216834.03
109.0	1.0182	2399885050.47
110.0	1.018	2365597862.48
111.0	1.0178	2331346693.63
112.0	1.0176	2297125440.22
113.0	1.0174	2262931246.57
114.0	1.0172	2228761717.23
115.0	1.017	2194615836.63
116.0	1.0168	2160492543.17
117.0	1.0166	2126391440.67
118.0	1.0164	2092311986.08
119.0	1.0162	2058254021.44
120.0	1.016	2024217231.79
121.0	1.0158	1990201571.9
122.0	1.0156	1956206853.47
123.0	1.0154	1922233117.55
124.0	1.0152	1888280287.91
125.0	1.015	1854348512.13
126.0	1.0148	1820437815.28
127.0	1.0146	1786548475.09
128.0	1.0144	1752680613.82
129.0	1.0142	1718834660.81
130.0	1.014	1685010860.84
131.0	1.0138	1651209894.22
132.0	1.0136	1617432482.77
133.0	1.0134	1583680296.81
134.0	1.0132	1549956124.97
135.0	1.013	1516266353.61
136.0	1.0128	1482624471.5
137.0	1.0126	1449058516.37
138.0	1.0124	1415615763.16
139.0	1.0122	1382359450.23
140.0	1.012	1349349168.69
141.0	1.0118	1316622314.3
142.0	1.0116	1284178611.51
143.0	1.0114	1251985073.79
144.0	1.0112	1219987390.9
145.0	1.011	1188132201.08
146.0	1.0108	1156374810.8
147.0	1.0106	1124685470.67
148.0	1.0104	1093045794.31
149.0	1.0102	1061447827.89
150.0	1.01	1029889414.41
151.0	1.0098	998373818.297
152.0	1.0096	966907612.927
153.0	1.0094	935501407.334
154.0	1.0092	904167642.205
155.0	1.009	872920902.132
156.0	1.0088	841775171.115
157.0	1.0086	810743326.12
158.0	1.0084	779834966.049
159.0	1.0082	749056176.886
160.0	1.008	718408743.55
161.0	1.0078	687891257.867
162.0	1.0076	657499136.199
163.0	1.0074	627227008.243
164.0	1.0072	597068918.903
165.0	1.007	567020727.833
166.0	1.0068	537080038.305
167.0	1.0066	507248205.463
168.0	1.0064	477530062.364
169.0	1.0062	447936249.472
170.0	1.006	418482372.957
171.0	1.0058	389205895.025
172.0	1.0056	360107393.045
173.0	1.0054	331227222.055
174.0	1.0052	302589719.561
175.0	1.005	274234627.486
176.0	1.0048	246151245.345
177.0	1.0046	218362624.658
178.0	1.0044	190861148.789
179.0	1.0042	163639182.412
180.0	1.004	136681494.206
181.0	1.0038	109986890.177
182.0	1.0036	83513804.2012
183.0	1.0034	57248867.2921
184.0	1.0032	31171173.5916
185.0	1.003	5262873.24842
186.0	1.0028	-20487091.2563
187.0	1.0026	-46091798.613
188.0	1.0024	-71566356.4617
189.0	1.0022	-96920990.7503
190.0	1.002	-122165198.42
191.0	1.0018	-147310206.882
192.0	1.0016	-172356418.93
193.0	1.0014	-197314198.672
194.0	1.0012	-222187414.966
195.0	1.001	-246984917.054
196.0	1.0008	-271706862.857
197.0	1.0006	-296359322.209
198.0	1.0004	-320946041.87
199.0	1.0002	-345471317.953
200.0	1.0	-369937888.545
201.0	0.9998	-394349419.166
202.0	0.9996	-418707186.368
203.0	0.9994	-443015116.95
204.0	0.9992	-467274298.283
205.0	0.999	-491488365.831
206.0	0.9988	-515658784.867
207.0	0.9986	-539788742.925
208.0	0.9984	-563879906.972
209.0	0.9982	-587934962.511
210.0	0.998	-611955480.812
211.0	0.9978	-635943597.939
212.0	0.9976	-659900646.265
213.0	0.9974	-683828207.834
214.0	0.9972	-707727351.915
215.0	0.997	-731599184.809
216.0	0.9968	-755444593.912
217.0	0.9966	-779264334.858
218.0	0.9964	-803059138.877
219.0	0.9962	-826829489.78
220.0	0.996	-850576003.181
221.0	0.9958	-874299059.284
222.0	0.9956	-897999299.091
223.0	0.9954	-921677086.215
224.0	0.9952	-945333003.56
225.0	0.995	-968967325.682
226.0	0.9948	-992580609.109
227.0	0.9946	-1016173114.76
228.0	0.9944	-1039745389.98
229.0	0.9942	-1063297609.79
230.0	0.994	-1086830294.43
231.0	0.9938	-1110343533.46
232.0	0.9936	-1133837797.31
233.0	0.9934	-1157313031.49
234.0	0.9932	-1180769663.23
235.0	0.993	-1204207594.69
236.0	0.9928	-1227627264.06
237.0	0.9926	-1251028553.85
238.0	0.9924	-1274411903.51
239.0	0.9922	-1297777186.63
240.0	0.992	-1321124849.49
241.0	0.9918	-1344454765.36
242.0	0.9916	-1367767385.04
243.0	0.9914	-1391062572.0
244.0	0.9912	-1414340778.08
245.0	0.991	-1437601860.55
246.0	0.9908	-1460846280.08
247.0	0.9906	-1484073911.08
248.0	0.9904	-1507285222.63
249.0	0.9902	-1530480134.36
250.0	0.99	-1553659122.93
251.0	0.9898	-1576822140.74
252.0	0.9896	-1599969623.38
253.0	0.9894	-1623101524.86
254.0	0.9892	-1646218232.79
255.0	0.989	-1669319713.56
256.0	0.9888	-1692406306.15
257.0	0.9886	-1715477991.9
258.0	0.9884	-1738535064.11
259.0	0.9882	-1761577505.11
260.0	0.988	-1784605560.23
261.0	0.9878	-1807619217.93
262.0	0.9876	-1830618708.36
263.0	0.9874	-1853604026.42
264.0	0.9872	-1876575398.37
265.0	0.987	-1899532830.68
266.0	0.9868	-1922476559.52
267.0	0.9866	-1945406606.52
268.0	0.9864	-1968323214.19
269.0	0.9862	-1991226409.08
270.0	0.986	-2014116424.65
271.0	0.9858	-2036993279.81
272.0	0.9856	-2059857189.26
273.0	0.9854	-2082708154.87
274.0	0.9852	-2105546375.11
275.0	0.985	-2128371843.71
276.0	0.9848	-2151184758.07
277.0	0.9846	-2173985130.87
278.0	0.9844	-2196773179.77
279.0	0.9842	-2219548953.8
280.0	0.984	-2242312687.34
281.0	0.9838	-2265064453.96
282.0	0.9836	-2287804492.74
283.0	0.9834	-2310532891.32
284.0	0.9832	-2333249890.41
285.0	0.983	-2355955586.52
286.0	0.9828	-2378650221.77
287.0	0.9826	-2401333897.37
288.0	0.9824	-2424006849.83
289.0	0.9822	-2446669183.95
290.0	0.982	-2469321135.36
291.0	0.9818	-2491962823.74
292.0	0.9816	-2514594486.69
293.0	0.9814	-2537216257.1
294.0	0.9812	-2559828371.45
295.0	0.981	-2582430973.04
296.0	0.9808	-2605024297.04
297.0	0.9806	-2627608493.12
298.0	0.9804	-2650183786.74
299.0	0.9802	-2672750322.7
300.0	0.98	-2695308309.65
301.0	0.9802	-2658024448.32
302.0	0.9804	-2622984638.39
303.0	0.9806	-2588971191.59
304.0	0.9808	-2555505689.39
305.0	0.981	-2522329686.29
306.0	0.9812	-2489311751.63
307.0	0.9814	-2456378321.81
308.0	0.9816	-2423484995.05
309.0	0.9818	-2390608452.29
310.0	0.982	-2357733178.62
311.0	0.9822	-2324851853.74
312.0	0.9824	-2291958769.18
313.0	0.9826	-2259051619.62
314.0	0.9828	-2226128069.25
315.0	0.983	-2193187441.72
316.0	0.9832	-2160228624.43
317.0	0.9834	-2127251509.1
318.0	0.9836	-2094255479.49
319.0	0.9838	-2061240663.15
320.0	0.984	-2028206673.71
321.0	0.9842	-1995153773.63
322.0	0.9844	-1962081692.31
323.0	0.9846	-1928990803.14
324.0	0.9848	-1895880908.45
325.0	0.985	-1862752510.75
326.0	0.9852	-1829605485.12
327.0	0.9854	-1796440485.06
328.0	0.9856	-1763257473.86
329.0	0.9858	-1730057363.04
330.0	0.986	-1696840466.03
331.0	0.9862	-1663608309.65
332.0	0.9864	-1630361972.5
333.0	0.9866	-1597104194.24
334.0	0.9868	-1563838035.75
335.0	0.987	-1530570638.21
336.0	0.9872	-1497314080.84
337.0	0.9874	-1464093024.29
338.0	0.9876	-1430946923.63
339.0	0.9878	-1397931623.94
340.0	0.988	-1365102557.9
341.0	0.9882	-1332500212.99
342.0	0.9884	-1300129337.32
343.0	0.9886	-1267965027.17
344.0	0.9888	-1235960033.09
345.0	0.989	-1204067525.7
346.0	0.9892	-1172245880.95
347.0	0.9894	-1140467773.78
348.0	0.9896	-1108714605.03
349.0	0.9898	-1076978229.79
350.0	0.99	-1045254379.87
351.0	0.9902	-1013543983.15
352.0	0.9904	-981849437.388
353.0	0.9906	-950177053.723
354.0	0.9908	-918535052.813
355.0	0.991	-886935965.849
356.0	0.9912	-855393995.85
357.0	0.9914	-823925815.621
358.0	0.9916	-792545920.407
359.0	0.9918	-761266647.611
360.0	0.992	-730094034.483
361.0	0.9922	-699030373.676
362.0	0.9924	-668072824.319
363.0	0.9926	-637217755.8
364.0	0.9928	-606460458.302
365.0	0.993	-575798870.633
366.0	0.9932	-545233229.179
367.0	0.9934	-514768889.082
368.0	0.9936	-484415997.716
369.0	0.9938	-454191826.469
370.0	0.994	-424119918.866
371.0	0.9942	-394230471.284
372.0	0.9944	-364571275.909
373.0	0.9946	-335151164.573
374.0	0.9948	-306009279.062
375.0	0.995	-277161827.031
376.0	0.9952	-248616300.271
377.0	0.9954	-220387056.245
378.0	0.9956	-192441210.701
379.0	0.9958	-164773438.044
380.0	0.996	-137360227.014
381.0	0.9962	-110183292.851
382.0	0.9964	-83222138.5953
383.0	0.9966	-56464930.0079
384.0	0.9968	-29886817.8184
385.0	0.997	-3473893.78994
386.0	0.9972	22789426.7941
387.0	0.9974	48917122.3924
388.0	0.9976	74915758.5137
389.0	0.9978	100795531.678
390.0	0.998	126566154.565
391.0	0.9982	152235341.134
392.0	0.9984	177809708.868
393.0	0.9986	203298479.488
394.0	0.9988	228699741.724
395.0	0.999	254023011.77
396.0	0.9992	279270342.277
397.0	0.9994	304449457.86
398.0	0.9996	329559403.079
399.0	0.9998	354604140.61
400.0	1.0	379587589.218
401.0	1.0002	404513391.736
402.0	1.0004	429382365.582
403.0	1.0006	454201027.054
404.0	1.0008	478966038.862
405.0	1.001	503685145.941
406.0	1.0012	528353945.804
407.0	1.0014	552980552.018
408.0	1.0016	577560608.96
409.0	1.0018	602102048.103
410.0	1.002	626600792.54
411.0	1.0022	651064293.612
412.0	1.0024	675488763.329
413.0	1.0026	699880978.409
414.0	1.0028	724237322.222
415.0	1.003	748563867.958
416.0	1.0032	772857096.181
417.0	1.0034	797122442.051
418.0	1.0036	821356467.919
419.0	1.0038	845564032.963
420.0	1.004	869741756.3
421.0	1.0042	893893936.961
422.0	1.0044	918017239.134
423.0	1.0046	942115530.972
424.0	1.0048	966185556.442
425.0	1.005	990230917.578
426.0	1.0052	1014248519.77
427.0	1.0054	1038241787.58
428.0	1.0056	1062207771.72
429.0	1.0058	1086149785.27
430.0	1.006	1110065044.96
431.0	1.0062	1133956723.65
432.0	1.0064	1157822229.0
433.0	1.0066	1181664487.96
434.0	1.0068	1205481097.7
435.0	1.007	1229274642.8
436.0	1.0072	1253042872.62
437.0	1.0074	1276788140.26
438.0	1.0076	1300508303.01
439.0	1.0078	1324205547.64
440.0	1.008	1347877840.08
441.0	1.0082	1371527227.3
442.0	1.0084	1395151820.14
443.0	1.0086	1418753531.29
444.0	1.0088	1442330680.14
445.0	1.009	1465885069.86
446.0	1.0092	1489415217.05
447.0	1.0094	1512922787.87
448.0	1.0096	1536406432.41
449.0	1.0098	1559867634.29
450.0	1.01	1583305101.6
451.0	1.0102	1606720126.12
452.0	1.0104	1630111430.11
453.0	1.0106	1653480162.7
454.0	1.0108	1676825118.77
455.0	1.011	1700147377.76
456.0	1.0112	1723445905.2
457.0	1.0114	1746721764.33
458.0	1.0116	1769974127.27
459.0	1.0118	1793204017.82
460.0	1.012	1816410757.28
461.0	1.0122	1839595295.15
462.0	1.0124	1862757040.31
463.0	1.0126	1885896855.83
464.0	1.0128	1909014222.64
465.0	1.013	1932109917.73
466.0	1.0132	1955183491.13
467.0	1.0134	1978235649.04
468.0	1.0136	2001266019.24
469.0	1.0138	2024275256.49
470.0	1.014	2047263034.85
471.0	1.0142	2070229946.8
472.0	1.0144	2093175685.7
473.0	1.0146	2116100808.72
474.0	1.0148	2139005034.96
