3	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
filterTable v2.0.2	--white inc,1_f,1_p
inc	1_f	1_p
0.0	1.0	1.15323098122e-05
1.0	1.0002	33455725.1062
2.0	1.0004	66931784.5026
3.0	1.0006	100428160.8
4.0	1.0008	133944904.598
5.0	1.001	167482009.551
6.0	1.0012	201039439.238
7.0	1.0014	234617245.321
8.0	1.0016	268215400.672
9.0	1.0018	301833917.218
10.0	1.002	335472798.45
11.0	1.0022	369132034.183
12.0	1.0024	402811526.612
13.0	1.0026	436510875.101
14.0	1.0028	470228323.253
15.0	1.003	503957532.306
16.0	1.0032	537678144.573
17.0	1.0034	571335342.706
18.0	1.0036	604812339.272
19.0	1.0038	637927888.757
20.0	1.004	670502076.833
21.0	1.0042	702452422.077
22.0	1.0044	733818228.838
23.0	1.0046	764706396.135
24.0	1.0048	795235805.082
25.0	1.005	825512896.047
26.0	1.0052	855625190.809
27.0	1.0054	885624189.705
28.0	1.0056	915545137.553
29.0	1.0058	945409307.936
30.0	1.006	975233185.574
31.0	1.0062	1005020195.36
32.0	1.0064	1034771579.36
33.0	1.0066	1064478223.21
34.0	1.0068	1094130126.8
35.0	1.007	1123707777.28
36.0	1.0072	1153191274.06
37.0	1.0074	1182552511.86
38.0	1.0076	1211765668.3
39.0	1.0078	1240800162.58
40.0	1.008	1269630522.12
41.0	1.0082	1298228329.18
42.0	1.0084	1326570658.72
43.0	1.0086	1354632638.71
44.0	1.0088	1382396425.89
45.0	1.009	1409844799.39
46.0	1.0092	1436970887.23
47.0	1.0094	1463770256.39
48.0	1.0096	1490250040.18
49.0	1.0098	1516419100.68
50.0	1.01	1542296234.2
51.0	1.0102	1567899730.36
52.0	1.0104	1593254631.81
53.0	1.0106	1618382889.49
54.0	1.0108	1643310032.4
55.0	1.011	1668056842.75
56.0	1.0112	1692645576.18
57.0	1.0114	1717093313.41
58.0	1.0116	1741417593.64
59.0	1.0118	1765631214.47
60.0	1.012	1789747196.84
61.0	1.0122	1813774657.03
62.0	1.0124	1837723040.33
63.0	1.0126	1861598695.29
64.0	1.0128	1885408460.84
65.0	1.013	1909156732.74
66.0	1.0132	1932848522.79
67.0	1.0134	1956486904.84
68.0	1.0136	1980075624.18
69.0	1.0138	2003616865.36
70.0	1.014	2027113488.19
71.0	1.0142	2050567067.81
72.0	1.0144	2073979837.57
73.0	1.0146	2097352931.25
74.0	1.0148	2120688113.54
75.0	1.015	2143986182.88
76.0	1.0152	2167248518.6
77.0	1.0154	2190475634.74
78.0	1.0156	2213668588.28
79.0	1.0158	2236827680.53
80.0	nan	nan
81.0	nan	nan
82.0	1.0164	2306107962.53
83.0	1.0166	2329136901.22
84.0	1.0168	2352134320.31
85.0	1.017	2375100283.1
86.0	1.0172	2398035255.72
87.0	1.0174	2420939284.35
88.0	1.0176	2443812758.29
89.0	1.0178	2466655734.89
90.0	1.018	2489468562.83
91.0	1.0182	2512251333.08
92.0	1.0184	2535004372.08
93.0	1.0186	2557727811.17
94.0	1.0188	2580421966.62
95.0	1.019	2603086990.08
96.0	1.0192	2625723181.92
97.0	1.0194	2648330689.1
98.0	1.0196	2670909802.14
99.0	1.0198	2693460665.73
100.0	1.02	2715983571.48
101.0	1.0198	2676436157.36
102.0	1.0196	2639480633.46
103.0	1.0194	2603713114.6
104.0	1.0192	2568589303.57
105.0	1.019	2533824608.19
106.0	1.0188	2499281071.18
107.0	1.0186	2464880938.36
108.0	1.0184	2430577008.62
109.0	1.0182	2396341666.12
110.0	1.018	2362156985.21
111.0	1.0178	2328012649.02
112.0	1.0176	2293901308.44
113.0	1.0174	2259818955.88
114.0	1.0172	2225762438.01
115.0	1.017	2191730174.1
116.0	1.0168	2157720726.92
117.0	1.0166	2123733488.57
118.0	1.0164	2089767777.39
119.0	1.0162	2055823389.78
120.0	1.016	2021899998.58
121.0	1.0158	1987997609.53
122.0	1.0156	1954116121.16
123.0	1.0154	1920255777.46
124.0	1.0152	1886416768.02
125.0	1.015	1852599840.72
126.0	1.0148	1818805785.92
127.0	1.0146	1785036080.86
128.0	1.0144	1751292134.4
129.0	1.0142	1717576096.02
130.0	1.014	1683889740.51
131.0	1.0138	1650235658.38
132.0	1.0136	1616615864.74
133.0	1.0134	1583033927.98
134.0	1.0132	1549494721.33
135.0	nan	nan
136.0	1.0128	1482602941.37
137.0	1.0126	1449322401.34
138.0	1.0124	1416247545.11
139.0	1.0122	1383483757.03
140.0	1.012	1351122970.2
141.0	1.0118	1319213355.57
142.0	1.0116	1287750974.36
143.0	1.0114	1256697307.67
144.0	1.0112	1225990106.15
145.0	1.011	1195566487.22
146.0	nan	nan
147.0	1.0106	1135368551.18
148.0	1.0104	1105519103.5
149.0	1.0102	1075795612.96
150.0	nan	nan
151.0	nan	nan
152.0	nan	nan
153.0	nan	nan
154.0	nan	nan
155.0	nan	nan
156.0	nan	nan
157.0	nan	nan
158.0	nan	nan
159.0	nan	nan
160.0	nan	nan
161.0	nan	nan
162.0	nan	nan
163.0	nan	nan
164.0	nan	nan
165.0	nan	nan
166.0	nan	nan
167.0	nan	nan
168.0	nan	nan
169.0	nan	nan
170.0	nan	nan
171.0	nan	nan
172.0	nan	nan
173.0	nan	nan
174.0	nan	nan
175.0	nan	nan
176.0	nan	nan
177.0	nan	nan
178.0	nan	nan
179.0	nan	nan
180.0	nan	nan
181.0	nan	nan
182.0	nan	nan
183.0	nan	nan
184.0	nan	nan
185.0	nan	nan
186.0	nan	nan
187.0	nan	nan
188.0	nan	nan
189.0	nan	nan
190.0	nan	nan
191.0	nan	nan
192.0	nan	nan
193.0	nan	nan
194.0	nan	nan
195.0	nan	nan
196.0	nan	nan
197.0	nan	nan
198.0	nan	nan
199.0	nan	nan
200.0	nan	nan
201.0	nan	nan
202.0	nan	nan
203.0	nan	nan
204.0	nan	nan
205.0	nan	nan
206.0	nan	nan
207.0	nan	nan
208.0	nan	nan
209.0	nan	nan
210.0	nan	nan
211.0	nan	nan
212.0	nan	nan
213.0	nan	nan
214.0	nan	nan
215.0	nan	nan
216.0	nan	nan
217.0	nan	nan
218.0	nan	nan
219.0	nan	nan
220.0	nan	nan
221.0	nan	nan
222.0	nan	nan
223.0	nan	nan
224.0	nan	nan
225.0	nan	nan
226.0	nan	nan
227.0	nan	nan
228.0	nan	nan
229.0	nan	nan
230.0	nan	nan
231.0	nan	nan
232.0	nan	nan
233.0	nan	nan
234.0	nan	nan
235.0	nan	nan
236.0	nan	nan
237.0	nan	nan
238.0	nan	nan
239.0	nan	nan
240.0	nan	nan
241.0	nan	nan
242.0	nan	nan
243.0	nan	nan
244.0	nan	nan
245.0	nan	nan
246.0	nan	nan
247.0	nan	nan
248.0	nan	nan
249.0	nan	nan
250.0	nan	nan
251.0	nan	nan
252.0	nan	nan
253.0	nan	nan
254.0	nan	nan
255.0	nan	nan
256.0	nan	nan
257.0	nan	nan
258.0	nan	nan
259.0	nan	nan
260.0	nan	nan
261.0	nan	nan
262.0	nan	nan
263.0	nan	nan
264.0	nan	nan
265.0	nan	nan
266.0	nan	nan
267.0	nan	nan
268.0	nan	nan
269.0	nan	nan
270.0	nan	nan
271.0	nan	nan
272.0	nan	nan
273.0	nan	nan
274.0	nan	nan
275.0	nan	nan
276.0	nan	nan
277.0	nan	nan
278.0	nan	nan
279.0	nan	nan
280.0	nan	nan
281.0	nan	nan
282.0	nan	nan
283.0	nan	nan
284.0	nan	nan
285.0	nan	nan
286.0	nan	nan
287.0	nan	nan
288.0	nan	nan
289.0	nan	nan
290.0	nan	nan
291.0	nan	nan
292.0	nan	nan
293.0	nan	nan
294.0	nan	nan
295.0	nan	nan
296.0	nan	nan
297.0	nan	nan
298.0	nan	nan
299.0	nan	nan
300.0	nan	nan
301.0	nan	nan
302.0	nan	nan
303.0	nan	nan
304.0	nan	nan
305.0	nan	nan
306.0	nan	nan
307.0	nan	nan
