6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.61068570912e-06
1.0	0.00133200177512	324035838.607
2.0	0.00266134751302	449052271.873
3.0	0.00398804778503	479831997.911
4.0	0.00531211309945	500585228.557
5.0	0.00663355390211	518224069.922
6.0	0.00795238057685	534353961.228
7.0	0.00926860344599	549593007.074
8.0	0.0105822327709	564233140.866
9.0	0.0118932787522	578437208.333
10.0	0.0132017515308	592302119.71
