5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	8.58935573264e-06	-3.77606543202e-07	-4.30543834568e-07	-3.77606543202e-07	3.62768450204e-06	-4.83586693565e-07	-4.30543834568e-07	-4.83586693565e-07	4.19001865857e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.58935573264e-06	-3.77606543202e-07	-4.30543834568e-07	-3.77606543202e-07	3.62768450204e-06	-4.83586693565e-07	-4.30543834568e-07	-4.83586693565e-07	4.19001865857e-06	0.0	4.88156903599e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	5.26397062313e-21	6.047277576e-19	1.08567455398e-21	1.0	7.3098904574e-19	6.61744490042e-24	-2.59755391857e-21	1.0	477616655.203	9662145.34653	-25189413.6045	9642861.09584	164373958.825	13317396.6847	-25139140.5695	13317395.6362	169955599.699	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	477616655.203	9642859.627275448	-25139135.333832335	9642861.09584	164045867.09081835	13290815.054590818	-25139140.5695	13290814.008183632	169616366.96506986	0.00133200177512	315144004.991
2	nan	nan	1	1	32.0	32.0	32.0	1.004	2.57228355086e-20	-2.83478187362e-18	4.75711570279e-21	1.0	-1.2891510585e-18	-2.05471664158e-21	4.21349260422e-20	1.0	830419747.58	16412851.7463	-33949282.8162	16347461.7199	400140369.664	20198818.8044	-33814027.3103	20198817.6627	393950159.457	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	830419747.58	16347461.89870518	-33814026.70936255	16347461.7199	398546184.92430276	20118345.422709163	-33814027.3103	20118344.28555777	392380636.90936255	0.00266134751302	441204773.863
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-1.26383271431e-19	6.65857232048e-19	3.03277499786e-20	1.0	-3.59357284749e-18	-6.59759256572e-21	1.81847385864e-20	1.0	1119155024.92	18986284.7241	-31053170.9164	18873046.7304	661439380.919	22854597.8524	-30867964.3039	22854591.2171	655517669.713	0.005982071677547469	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1119155024.92	18873046.445427436	-30867963.137574553	18873046.7304	657494414.4324056	22718288.123658054	-30867964.303900003	22718281.5279324	651608021.5834991	0.00398804778503	470487104.206
4	nan	nan	1	1	32.0	32.0	32.0	1.008	8.35725388281e-20	-4.57104638708e-18	5.86686121259e-20	1.0	1.11245369913e-18	-1.32481246906e-20	-7.07156705672e-21	1.0	1399257383.37	20087892.633	-28861361.835	19928465.2097	926296888.864	24914199.8429	-28632304.6606	24914192.9829	922269267.321	0.007968169649176881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1399257383.3700001	19928464.913690478	-28632303.407738097	19928465.209700003	918945326.2539682	24716468.09811508	-28632304.660600007	24716461.292559527	914949669.9613096	0.00531211309945	487973736.913
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.11368288952e-19	-3.83619898322e-18	-2.28384567126e-20	1.0	1.18623862336e-17	-5.51894904695e-20	4.43534244451e-19	1.0	1676579345.23	20859690.6013	-27833790.4461	20653145.5976	1192980027.13	26624842.0368	-27558197.9673	26624836.1235	1190402876.66	0.009950330853168092	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1676579345.23	20653159.01118812	-27558208.362475246	20653145.5976	1181168343.6930695	26361229.73940594	-27558197.967300005	26361223.88465348	1178616709.5643566	0.00663355390211	502339968.072
6	nan	nan	1	1	32.0	32.0	32.0	1.012	8.45593652988e-20	-8.99773983111e-20	3.44702704863e-20	1.0	8.09907592438e-18	-6.911259454e-20	-7.97501372175e-20	1.0	1952382125.11	21555301.2257	-27452632.708	21299680.4725	1460875719.36	28054904.923	-27127060.3418	28054899.0868	1459307872.77	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	1952382125.11	21299704.76847826	-27127107.418972332	21299680.4725	1443553082.3715413	27722238.06620553	-27127060.3418	27722232.299209498	1442003826.847826	0.00795238057685	515336719.882
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-6.97379430831e-20	1.92321477652e-18	8.77307757674e-20	1.0	1.90948523271e-18	1.5249901773e-19	5.39106692425e-20	1.0	2227124484.99	22183156.4227	-27387017.4158	21876863.1877	1729714043.41	29276931.6895	-27008846.8416	29276963.5181	1728814937.96	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2227124484.9900002	21876880.101282053	-27008892.914990142	21876863.1877	1705832389.9506905	28872713.697731756	-27008846.8416	28872745.086883634	1704945698.1854045	0.00926860344599	527573305.981
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-6.16249556352e-21	-8.74512548948e-18	-6.19657540476e-20	1.0	-2.83098263307e-18	5.97025878916e-20	-4.90915149938e-19	1.0	2501015899.27	22758403.9458	-27469061.4901	22399945.3883	1999327264.99	30339693.3808	-27036400.0841	30339736.5263	1998892960.61	0.015873349156290163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501015899.27	22400003.883661415	-27036477.844586615	22399945.388300005	1967841796.25	29861902.93385827	-27036400.08410002	29861945.399901565	1967414331.309055	0.0105822327709	539329312.503
9	nan	nan	1	1	32.0	32.0	32.0	1.018	2.36302339949e-19	-3.1900650457e-18	-1.31935307702e-19	1.0	-7.06794069691e-18	6.0079782251e-20	-1.73198385379e-19	1.0	2774170179.98	23289694.9256	-27616434.9329	22877820.0997	2269608612.42	31289281.9443	-27128027.5588	31289349.544	2269541297.72	0.017839918128331016	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	2774170179.98	22877892.854223967	-27128128.617779963	22877820.0997	2229478008.27112	30736033.34410609	-27128027.55880001	30736099.748526506	2229411883.8113947	0.0118932787522	550761008.008
