6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.02848038339e-07
1.0	0.00133200177512	315593682.396
2.0	0.00266134751303	444165677.107
3.0	0.00398804778503	476296057.212
4.0	0.00531211309945	497940263.812
5.0	0.00663355390211	516337457.311
6.0	0.00795238057685	533157980.586
7.0	0.00926860344599	549035899.555
8.0	0.0105822327709	564281804.614
9.0	0.0118932787522	579051281.992
10.0	0.0132017515308	593458235.82
