6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.32133055751e-06
1.0	0.00133200177512	314903228.86
2.0	0.00266134751303	442506774.488
3.0	0.00398804778503	472250668.531
4.0	0.00531211309945	491393669.433
5.0	0.00663355390211	507429069.005
6.0	0.00795238057685	522049536.818
7.0	0.00926860344599	535870683.548
8.0	0.0105822327709	549169293.842
9.0	0.0118932787522	562101161.819
10.0	0.0132017515308	574757352.842
