6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.58815894042e-07
1.0	0.00133200177512	325430733.806
2.0	0.00266134751302	452270931.454
3.0	0.00398804778503	484098527.266
4.0	0.00531211309945	505932234.21
5.0	0.00663355390211	524651746.089
6.0	0.00795238057685	541825084.025
7.0	0.00926860344599	558061593.825
8.0	0.0105822327709	573654203.333
9.0	0.0118932787522	588766164.494
10.0	0.0132017515308	603504227.76
