6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.67555459856e-06
1.0	0.00133200177512	323724697.808
2.0	0.00266134751303	444210616.321
3.0	0.00398804778503	470221340.617
4.0	0.00531211309945	487061044.205
5.0	0.00663355390211	501158990.527
6.0	0.00795238057685	513925281.602
7.0	0.00926860344599	525941293.486
8.0	0.0105822327709	537487744.904
9.0	0.0118932787522	548714353.059
10.0	0.0132017515308	559712278.267
