6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.27984524484e-06
1.0	0.00133200177512	343761393.347
2.0	0.00266134751302	469643483.328
3.0	0.00398804778503	497142571.592
4.0	0.00531211309945	514603989.878
5.0	0.00663355390211	529534345.898
6.0	0.00795238057685	543359685.505
7.0	0.00926860344599	556577500.568
8.0	0.0105822327709	569419607.531
9.0	0.0118932787522	581998163.843
10.0	0.0132017515308	594380591.434
