6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.14839465933e-06
1.0	0.00133200177512	337947411.382
2.0	0.00266134751303	456933010.838
3.0	0.00398804778503	482315598.39
4.0	0.00531211309945	499729044.954
5.0	0.00663355390211	514507417.248
6.0	0.00795238057685	528016017.136
7.0	0.00926860344599	540782427.59
8.0	0.0105822327709	553084849.439
9.0	0.0118932787522	565070435.608
10.0	0.0132017515308	576819914.4
