6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.95242298246e-06
1.0	0.00133200177512	299510354.849
2.0	0.00266134751302	432389848.029
3.0	0.00398804778503	462810972.323
4.0	0.00531211309945	481409006.718
5.0	0.00663355390211	496761883.119
6.0	0.00795238057685	510699939.57
7.0	0.00926860344599	523856068.958
8.0	0.0105822327709	536525868.624
9.0	0.0118932787522	548863719.47
10.0	0.0132017515308	560956458.56
