6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.13480576533e-07
1.0	0.00133200177512	318582629.049
2.0	0.00266134751303	447824891.58
3.0	0.00398804778503	481554810.765
4.0	0.00531211309945	504639126.745
5.0	0.00663355390211	524389504.257
6.0	0.00795238057685	542475665.627
7.0	0.00926860344599	559534518.879
8.0	0.0105822327709	575880207.456
9.0	0.0118932787522	591695973.432
10.0	0.0132017515308	607093272.777
