6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.18261192106e-07
1.0	0.00133200177512	315166400.496
2.0	0.00266134751302	443091480.119
3.0	0.00398804778503	473201648.438
4.0	0.00531211309945	492851350.273
5.0	0.00663355390211	509537033.972
6.0	0.00795238057685	524807967.896
7.0	0.00926860344599	539240675.727
8.0	0.0105822327709	553117562.651
9.0	0.0118932787522	566592560.268
10.0	0.0132017515308	579762218.246
