6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.28012747735e-06
1.0	0.00133200177512	368905042.756
2.0	0.00266134751303	486469252.706
3.0	0.00398804778503	509973759.536
4.0	0.00531211309945	526641439.054
5.0	0.00663355390211	541425112.526
6.0	0.00795238057685	555273904.347
7.0	0.00926860344599	568575998.546
8.0	0.0105822327709	581497336.239
9.0	0.0118932787522	594147977.218
10.0	0.0132017515308	606586342.161
