6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.13049316862e-06
1.0	0.00133200177512	310912487.284
2.0	0.00266134751302	441912666.677
3.0	0.00398804778503	470911979.946
4.0	0.00531211309945	489204882.135
5.0	0.00663355390211	504534454.374
6.0	0.00795238057685	518533121.708
7.0	0.00926860344599	531802528.024
8.0	0.0105822327709	544606037.323
9.0	0.0118932787522	557080817.351
10.0	0.0132017515308	569308739.414
