6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	8.98197642856e-07
1.0	0.00133200177512	319467386.586
2.0	0.00266134751303	446743990.502
3.0	0.00398804778503	475750165.041
4.0	0.00531211309945	494651497.077
5.0	0.00663355390211	510651432.134
6.0	0.00795238057685	525322505.08
7.0	0.00926860344599	539226134.801
8.0	0.0105822327709	552631421.214
9.0	0.0118932787522	565680064.949
10.0	0.0132017515308	578458849.886
