6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.15270393206e-07
1.0	0.00133200177512	314915017.434
2.0	0.00266134751302	445322696.808
3.0	0.00398804778503	478983803.54
4.0	0.00531211309945	501960648.439
5.0	0.00663355390211	521606070.897
6.0	0.00795238057685	539576452.003
7.0	0.00926860344599	556507349.114
8.0	0.0105822327709	572730107.476
9.0	0.0118932787522	588415142.953
10.0	0.0132017515308	603689255.804
