6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.26673932822e-06
1.0	0.00133200177512	333814352.927
2.0	0.00266134751303	456796210.375
3.0	0.00398804778503	485355425.122
4.0	0.00531211309945	503037668.877
5.0	0.00663355390211	517801074.914
6.0	0.00795238057685	531346719.343
7.0	0.00926860344599	544226751.037
8.0	0.0105822327709	556665267.549
9.0	0.0118932787522	568796012.628
10.0	0.0132017515308	580693799.429
