6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.77001430386e-06
1.0	0.00133200177512	330522680.838
2.0	0.00266134751302	449489147.574
3.0	0.00398804778503	474595963.017
4.0	0.00531211309945	491662393.704
5.0	0.00663355390211	506253639.221
6.0	0.00795238057685	519620097.294
7.0	0.00926860344599	532277392.938
8.0	0.0105822327709	544479592.76
9.0	0.0118932787522	556366997.692
10.0	0.0132017515308	568025050.853
