6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	1.48542946737e-06
1.0	0.00133200177512	318897351.168
2.0	0.00266134751303	446875098.023
3.0	0.00398804778503	474325978.118
4.0	0.00531211309945	491695358.969
5.0	0.00663355390211	506471485.796
6.0	0.00795238057685	520073715.561
7.0	0.00926860344599	533005487.872
8.0	0.0105822327709	545504168.769
9.0	0.0118932787522	557695391.035
10.0	0.0132017515308	569654708.478
