6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	7.87108141503e-07
1.0	0.00133200177512	315406753.336
2.0	0.00266134751302	444819408.926
3.0	0.00398804778503	478335519.754
4.0	0.00531211309945	501254799.941
5.0	0.00663355390211	520842773.864
6.0	0.00795238057685	538758976.18
7.0	0.00926860344599	555644119.422
8.0	0.0105822327709	571815195.397
9.0	0.0118932787522	587455625.396
10.0	0.0132017515308	602679167.925
