6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	5.62388659558e-07
1.0	0.00133200177512	321661748.715
2.0	0.00266134751302	449386179.431
3.0	0.00398804778503	479637266.9
4.0	0.00531211309945	499525827.824
5.0	0.00663355390211	516407071.021
6.0	0.00795238057685	531882041.004
7.0	0.00926860344599	546533604.214
8.0	0.0105822327709	560646500.904
9.0	0.0118932787522	574366305.368
10.0	0.0132017515308	587789059.715
