5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.64414779763e-06	-2.14331913843e-07	7.01189192829e-08	-2.14331913843e-07	5.30828271923e-06	1.50283495497e-08	7.01189192829e-08	1.50283495497e-08	5.82186162827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64414779763e-06	-2.14331913843e-07	7.01189192829e-08	-2.14331913843e-07	5.30828271923e-06	1.50283495497e-08	7.01189192829e-08	1.50283495497e-08	5.82186162827e-06	0.0	5.97760383782e-07
1	nan	nan	1	1	32.0	32.0	32.0	1.002	1.14711339397e-20	8.12638777384e-20	1.39586728368e-22	1.0	1.50332218116e-19	8.17668035509e-22	-3.00307921387e-21	1.0	479807080.635	301758.419447	148774.827163	301156.604604	168382813.908	1457343.86846	148478.137539	1457343.64386	163810129.658	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	479807080.635	301156.1072325349	148477.87142015967	301156.604604	168046720.46706584	1454434.9984630737	148478.137539	1454434.7743113772	163483163.3313373	0.00133200177512	314077647.736
2	nan	nan	1	1	32.0	32.0	32.0	1.004	1.43863252135e-20	1.65522666282e-19	-2.24331382124e-21	1.0	-1.39500701585e-19	3.30954963082e-21	-1.24598215669e-20	1.0	835740562.294	781735.673883	-362329.862672	778621.143282	398199011.302	1370969.01451	-360886.594953	1370969.05577	390569471.758	0.003992021269537457	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	835740562.294	778621.1891264941	-360886.3174023905	778621.143282	396612561.05776894	1365506.986563745	-360886.59495299996	1365507.0276593626	389013418.0856574	0.00266134751303	442985268.611
3	nan	nan	1	1	32.0	32.0	32.0	1.006	4.16088391726e-20	3.5687921707e-19	-7.18406362002e-21	1.0	-8.13255854121e-19	1.69489307512e-21	-3.1962258869e-21	1.0	1125346606.35	1299581.42894	-1088975.96119	1291828.32327	659690917.282	1139691.4334	-1082479.69018	1139690.5851	650951334.049	0.005982071677547469	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1125346606.35	1291830.4462624255	-1082481.0747415507	1291828.32327	655756379.0079522	1132894.0689860836	-1082479.6901799997	1132893.2257455264	647068920.5258449	0.00398804778503	474006720.689
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-3.21872519957e-20	-4.82540980212e-20	-1.43416574604e-20	1.0	1.78852992046e-19	9.51423140558e-21	-3.85929386593e-20	1.0	1407322605.71	1618536.62429	-1617147.10517	1605685.23038	924823574.196	1025787.36399	-1604314.10985	1025789.04952	915526641.801	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	1407322605.71	1605691.0955257937	-1604312.6043353176	1605685.2303800003	917483704.5595238	1017646.1944345238	-1604314.10985	1017647.8665873017	908260557.3422619	0.00531211309945	494533754.972
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.94122746154e-20	-6.26331957441e-19	-1.528629772e-20	1.0	1.84885951126e-18	-5.47345411326e-21	3.16148430118e-20	1.0	1686667186.55	1847894.14178	-1960668.06932	1829587.06077	1191433518.93	987356.045116	-1941256.57856	987358.186317	1181700822.96	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1686667186.55	1829598.1601782178	-1941255.5141782179	1829587.06077	1179637147.4554455	977580.2426891089	-1941256.5785600008	977582.3626901011	1170000814.8118813	0.00663355390211	511939883.401
6	nan	nan	1	1	32.0	32.0	32.0	1.012	5.96562657773e-21	5.36063753446e-19	-1.98258649217e-20	1.0	-1.42972544052e-18	-3.1101991032e-22	-7.13195124143e-21	1.0	1964482623.91	2007895.33138	-2202853.86592	1984056.45632	1459016971.81	982049.371319	-2176740.21981	982044.807163	1448905930.47	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1964482623.91	1984086.2958300395	-2176733.069090909	1984056.45632	1441716375.306324	970404.5171136364	-2176740.219809999	970400.0070780611	1431725227.737154	0.00795238057685	527860073.93
7	nan	nan	1	1	32.0	32.0	32.0	1.014	4.9673850145e-20	2.82857615787e-19	-2.85807445249e-20	1.0	1.94051939494e-18	-1.35434281693e-20	-2.73598259408e-20	1.0	2241178795.27	2128457.32607	-2379005.40309	2099030.71966	1727384977.36	1001261.25808	-2346168.37337	1001255.33143	1716932502.08	0.013902905168991434	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2241178795.27	2099070.3412919133	-2346159.174644971	2099030.71966	1703535480.6311636	987437.1381459567	-2346168.37337	987431.2933234748	1693227319.6055226	0.00926860344599	542900877.134
8	nan	nan	1	1	32.0	32.0	32.0	1.016	2.23768899308e-20	-6.15541903338e-19	-4.0303548166e-20	1.0	2.9026727224e-18	-1.39628087399e-21	1.05128038411e-19	1.0	2516950687.91	2233842.84701	-2514050.72368	2198620.08496	1996459647.57	1028536.47507	-2474469.60592	1028528.47285	1985669962.11	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	4.440892098500625e-16	2516950687.91	2198664.219498032	-2474459.3737007873	2198620.0849600006	1965019338.1594489	1012339.0502657483	-2474469.6059200014	1012331.1740649664	1954399569.0059054	0.0105822327709	557349372.773
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-7.98063854991e-20	-1.53945591186e-18	-5.17649627336e-20	1.0	-2.31949715566e-18	6.47351547384e-21	-2.21932558348e-20	1.0	2791913065.57	2327467.1096	-2624948.11715	2286268.6017	2266184372.79	1057701.45171	-2578534.61919	1057699.39364	2255067512.33	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2791913065.57	2286313.4671905697	-2578534.4962180746	2286268.6017	2226114315.117878	1038999.4614047151	-2578534.6191900033	1038997.4397249458	2215194019.9705305	0.0118932787522	571371188.163
10	nan	nan	1	1	32.0	32.0	32.0	1.02	-4.85654281242e-20	-3.40469194488e-19	-5.15862917213e-20	1.0	-8.47405840274e-18	-1.76272188535e-21	-4.01728536293e-20	1.0	3066135000.4	2414624.48535	-2717722.44105	2367210.68194	2536523464.28	1083354.03391	-2664439.20984	1083349.13113	2525094770.4	0.01980262729617973	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	3066135000.4	2367278.9072058825	-2664433.765735294	2367210.68194	2486787710.0784316	1062111.7979509803	-2664439.209840001	1062106.9913039007	2475583108.2352943	0.0132017515308	585065530.57
