5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.25332935381e-06	1.31957397224e-06	1.86438804522e-08	1.31957397224e-06	5.93251283018e-06	8.50725516281e-07	1.86438804522e-08	8.50725516281e-07	1.29424489875e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25332935381e-06	1.31957397224e-06	1.86438804522e-08	1.31957397224e-06	5.93251283018e-06	8.50725516281e-07	1.86438804522e-08	8.50725516281e-07	1.29424489875e-05	0.0	7.37490987893e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-2.72278906331e-20	-2.54342632121e-19	-4.83590465614e-22	1.0	1.82883015991e-19	4.46263940472e-22	-2.14634757394e-20	1.0	482017138.41	6172261.29026	6802400.96841	6159941.98793	165092798.546	-6391812.76528	6788822.80085	-6391813.43125	164891034.797	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	482017138.41	6159941.407445109	6788823.321766467	6159941.987929999	164763272.001996	-6379054.6559680635	6788822.80085	-6379055.320608783	164561910.97504988	0.00133200177512	317943571.864
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-1.15217987523e-20	-1.33374312455e-18	-2.59197044943e-21	1.0	-1.665288281e-18	-2.15000784815e-20	-4.29224019854e-21	1.0	836466083.689	11829021.847	10156025.7376	11781893.3166	397961187.546	-9219894.98048	10115562.7362	-9219894.55453	390010595.578	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	836466083.689	11781894.269920317	10115563.48366534	11781893.3166	396375684.8067729	-9183162.331155378	10115562.7362	-9183161.906902391	388456768.5039841	0.00266134751302	445200754.461
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-8.64180401353e-20	6.51189148438e-19	-2.69909033876e-21	1.0	-4.77057393136e-19	2.8661808225e-21	9.88563550062e-21	1.0	1123469780.31	13820168.3197	9582180.44574	13737741.243	662747902.377	-8702045.5227	9525031.11927	-8702047.32093	649581822.721	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	1123469780.31	13737741.868489066	9525030.26415507	13737741.243000003	658795131.5874752	-8650144.654771373	9525031.11927	-8650146.442276342	645707577.2574552	0.00398804778503	472480791.426
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-9.60025818929e-20	-1.19641925214e-18	3.60650747073e-21	1.0	4.52898962961e-18	3.31939308011e-20	-1.76229175143e-19	1.0	1403111787.6	14929671.137	8341912.05107	14811182.934	930137501.037	-8293505.08739	8275708.25798	-8293513.01621	914154933.383	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1403111787.6000001	14811181.683531746	8275706.399871032	14811182.934	922755457.3779762	-8227683.618442461	8275708.25798	-8227691.4843353145	906899735.4990079	0.00531211309945	489567834.076
5	nan	nan	1	1	32.0	32.0	32.0	1.01	5.25656735665e-20	-1.99169209635e-18	-1.15755654921e-20	1.0	-1.21092012119e-17	-1.7359212335e-20	1.05606148805e-19	1.0	1680247613.0	15759148.3728	7077819.36544	15603119.5141	1198468236.52	-8086273.53296	7007742.68136	-8086275.15552	1180762811.2	0.009950330853168092	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1680247613.0	15603117.20079208	7007741.945980198	15603119.5141	1186602214.3762376	-8006211.418772277	7007742.681359997	-8006213.02526734	1169072090.2970297	0.00663355390211	503703033.035
6	nan	nan	1	1	32.0	32.0	32.0	1.012	-1.74147988722e-19	-1.6407383876e-18	-2.13975080855e-20	1.0	4.82537547412e-18	-7.01680770016e-20	-1.3956191295e-20	1.0	1956022069.79	16435809.2433	5916512.01626	16240914.8169	1467458024.5	-8002716.3134	5846363.7874	-8002719.4726	1448559323.99	0.011928570865273812	0.0	0.0	0.0	4.440892098500625e-16	0.0	0.0	0.0	4.440892098500625e-16	1956022069.79	16240918.224604743	5846355.74729249	16240914.8169	1450057336.4624505	-7907822.444071147	5846363.787399997	-7907825.565810269	1431382731.215415	0.00795238057685	516603510.28
7	nan	nan	1	1	32.0	32.0	32.0	1.014	4.81213975714e-19	2.85755539666e-18	-1.80556984108e-20	1.0	1.75570689745e-17	-7.50170097524e-20	2.47277372317e-20	1.0	2230820397.31	16999718.5632	4883364.75677	16765010.1032	1737031958.91	-8009989.02975	4815966.74154	-8009986.64325	1717243151.34	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2230820397.3100004	16765008.444970416	4815941.574723866	16765010.1032	1713049269.142012	-7899397.465236686	4815966.7415400045	-7899395.111686361	1693533679.8224852	0.00926860344599	528840605.784
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-1.85354631661e-19	3.7282684569e-19	-4.17229900972e-21	1.0	-1.60439438759e-17	-7.67722870123e-20	-3.98909504765e-19	1.0	2504817510.96	17492910.0965	3962591.31025	17217413.4071	2007165305.93	-8065516.04874	3900229.11678	-8065493.25805	1986669807.35	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	2504817510.9600005	17217431.197342522	3900188.2974901577	17217413.4071	1975556403.4744096	-7938500.047972443	3900229.116780001	-7938477.616190976	1955383668.6515749	0.0105822327709	540670801.589
9	nan	nan	1	1	32.0	32.0	32.0	1.018	2.50741604722e-19	-3.91560832203e-19	1.96207241298e-20	1.0	7.05796820745e-19	-5.8346011687e-20	1.5811557409e-19	1.0	2778104843.65	17936345.2393	3127750.08443	17619176.8973	2277848156.41	-8149973.86944	3072490.83624	-8149951.99755	2256761861.16	0.017839918128331016	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2778104843.65	17619199.6456778	3072446.05543222	17619176.8973	2237571862.8781924	-8005868.241100196	3072490.8362399996	-8005846.7559430245	2216858409.78389	0.0118932787522	552225645.747
10	nan	nan	1	1	32.0	32.0	32.0	1.02	-6.04807994119e-19	1.58178439816e-18	5.32174918892e-20	1.0	3.70507621504e-17	-2.48137640154e-20	-2.80116442635e-20	1.0	3050735496.26	18350151.9023	2362119.37887	17990365.4015	2549077907.68	-8255634.17695	2315850.27236	-8255621.26542	2527472598.87	0.01980262729617973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3050735496.26	17990345.0022549	2315803.312617647	17990365.4015	2499095987.9215684	-8093758.997009804	2315850.272360004	-8093746.338646966	2477914312.6176467	0.0132017515308	563580547.728
