6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.36882010934e-06
1.0	0.00133200177512	309210101.591
2.0	0.00266134751303	440375583.285
3.0	0.00398804778503	467993534.776
4.0	0.00531211309945	485249112.88
5.0	0.00663355390211	499612074.419
6.0	0.00795238057685	512651940.385
7.0	0.00926860344599	524949221.57
8.0	0.0105822327709	536783415.111
9.0	0.0118932787522	548297949.385
10.0	0.0132017515308	559583856.056
