6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.39433129381e-06
1.0	0.00133200177512	392397219.762
2.0	0.00266134751303	500241471.413
3.0	0.00398804778503	525544991.499
4.0	0.00531211309945	543787334.623
5.0	0.00663355390211	559790862.329
6.0	0.00795238057685	574694880.58
7.0	0.00926860344599	588929226.764
8.0	0.0105822327709	602717406.556
9.0	0.0118932787522	616178470.757
10.0	0.0132017515308	629392134.851
