6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.35637923157e-06
1.0	0.00133200177512	303196856.422
2.0	0.00266134751302	431171504.607
3.0	0.00398804778503	459279336.44
4.0	0.00531211309945	476884867.058
5.0	0.00663355390211	491500967.189
6.0	0.00795238057685	504745588.693
7.0	0.00926860344599	517230661.497
8.0	0.0105822327709	529237789.266
9.0	0.0118932787522	540921893.624
10.0	0.0132017515308	552372204.978
