6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.85926427565e-06
1.0	0.00133200177512	310045736.852
2.0	0.00266134751303	441473039.39
3.0	0.00398804778503	470884910.468
4.0	0.00531211309945	489268159.47
5.0	0.00663355390211	504646557.435
6.0	0.00795238057685	518677991.336
7.0	0.00926860344599	531958975.049
8.0	0.0105822327709	544762661.549
9.0	0.0118932787522	557235516.871
10.0	0.0132017515308	569463436.69
