5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	9.92770129499e-06	3.19129042962e-08	1.86538978021e-07	3.19129042962e-08	1.57493381326e-05	8.07607653556e-07	1.86538978021e-07	8.07607653556e-07	1.54709232951e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.92770129499e-06	3.19129042962e-08	1.86538978021e-07	3.19129042962e-08	1.57493381326e-05	8.07607653556e-07	1.86538978021e-07	8.07607653556e-07	1.54709232951e-05	0.0	5.86619776808e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.38981335558e-20	-4.69449813042e-20	3.25081980733e-22	1.0	5.82084929102e-20	-7.48443357996e-22	9.752459422e-21	1.0	487963776.36	-6254238.18471	-11581747.9057	-6241755.3279	156083791.982	2566286.52267	-11558630.7858	2566286.42212	167965619.473	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	487963776.36	-6241754.675359281	-11558630.644411176	-6241755.3279	155772247.48702595	2561164.194281437	-11558630.785799999	2561164.0939321355	167630358.755489	0.00133200177512	327246123.858
2	nan	nan	1	1	32.0	32.0	32.0	1.004	1.64788853681e-20	3.41158442733e-19	2.73763695531e-20	1.0	-1.01151367616e-18	-1.74286955065e-21	-1.45327361819e-20	1.0	839308604.125	-5436727.62362	-17415848.4634	-5415068.02175	385321321.004	3848292.99645	-17346463.0541	3848293.37285	399707881.299	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	839308604.125	-5415067.354203187	-17346462.612948205	-5415068.02175	383786176.2988048	3832961.1518426295	-17346463.0541	3832961.5267430274	398115419.62051797	0.00266134751302	449681510.328
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-1.06865531287e-20	1.25095061704e-18	4.28777342323e-20	1.0	3.06118368882e-18	-7.51410868443e-21	-6.02650707082e-20	1.0	1126821568.8	-2772403.71792	-17106294.6108	-2755867.43576	646781670.835	5373203.49311	-17004270.3442	5373203.62161	662110017.174	0.005982071677547469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1126821568.8	-2755868.506878728	-17004268.996819086	-2755867.43576	642924126.0785289	5341156.553787277	-17004270.344200004	5341156.6815208765	658161050.8687873	0.00398804778503	477484653.006
4	nan	nan	1	1	32.0	32.0	32.0	1.008	9.4518619874e-20	1.41106341872e-18	5.06995541046e-20	1.0	1.67635430323e-18	-6.93177353319e-21	-7.19134280941e-20	1.0	1407313118.35	-813499.757642	-16220905.1904	-807041.088086	911510011.099	6639905.15105	-16092166.1597	6639906.87062	928520845.482	0.007968169649176881	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1407313118.35	-807043.4103591269	-16092167.84761905	-807041.0880859998	904275804.6617063	6587207.491121032	-16092166.159699999	6587209.197043653	921151632.4226191	0.00531211309945	495732955.2
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-4.30133918528e-21	-3.91525263437e-19	2.66153633895e-20	1.0	-6.23079090361e-18	-1.41381710298e-20	-7.3051628617e-20	1.0	1685268344.1	605844.462061	-15625126.1114	599856.486823	1177746485.17	7730464.48202	-15470410.3448	7730467.72533	1196423503.06	0.009950330853168092	0.0	0.0	0.0	-4.440892098500627e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1685268344.1	599846.0020405942	-15470421.892475247	599856.486823	1166085628.8811882	7653925.229722772	-15470410.3448	7653928.440920784	1184577725.80198	0.00663355390211	511064282.57
6	nan	nan	1	1	32.0	32.0	32.0	1.012	2.48947449973e-19	2.51384530853e-18	-2.52389348502e-20	1.0	-7.90577539575e-18	3.26901778081e-21	7.95971088041e-20	1.0	1961721251.79	1667600.88655	-15353487.2103	1647844.95237	1445095430.5	8658220.93311	-15171412.2557	8658219.13328	1465192752.03	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1961721251.79	1647826.9629940712	-15171430.049703557	1647844.9523700005	1427959911.5612648	8555554.28172925	-15171412.255699996	8555552.503241096	1447818924.93083	0.00795238057685	524989361.582
7	nan	nan	1	1	32.0	32.0	32.0	1.014	2.95832874273e-20	-2.87789369997e-19	-2.32470839352e-20	1.0	-3.20932842781e-19	1.37295438072e-20	-2.6190688863e-19	1.0	2237097984.95	2493176.65231	-15285228.9877	2458776.47833	1713348214.71	9425254.15232	-15074162.2165	9425243.41721	1734619849.39	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2237097984.95	2458754.094980276	-15074190.323175544	2458776.47833	1689692519.43787	9295122.438185405	-15074162.2165	9295111.851291914	1710670462.9092703	0.00926860344599	538115604.153
8	nan	nan	1	1	32.0	32.0	32.0	1.016	1.89722145295e-19	-4.97234603023e-18	-2.98976160601e-20	1.0	5.72168770637e-18	3.08902327952e-20	-2.70097217465e-19	1.0	2511608674.7	3161069.52608	-15326552.2274	3111362.35292	1982372255.8	10064623.6211	-15085140.8605	10064602.4258	2004637312.81	0.015873349156290163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.2204460492503136e-16	2511608674.7	3111288.9036220475	-15085189.20019685	3111362.3529200004	1951153795.0787401	9906125.611318897	-15085140.860500012	9906104.74980316	1973068221.269685	0.0105822327709	550739492.03
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-1.04041123086e-19	-2.81450147296e-18	1.70941836668e-19	1.0	-1.16191612191e-17	4.54601921047e-20	2.4539140052e-20	1.0	2785363691.93	3727532.81944	-15435659.3972	3661762.8728	2252085472.89	10608917.3532	-15162677.3233	10608885.7304	2275222259.41	0.017839918128331016	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	2785363691.93	3661623.594734775	-15162730.25265226	3661762.8727999995	2212264708.1434183	10421333.352848724	-15162677.323300006	10421302.289194474	2234992396.277014	0.0118932787522	563018238.069
