6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.36112957711e-06
1.0	0.00133200177512	339702071.541
2.0	0.00266134751302	453043675.872
3.0	0.00398804778503	479889593.633
4.0	0.00531211309945	496755949.257
5.0	0.00663355390211	510891450.919
6.0	0.00795238057685	523876336.123
7.0	0.00926860344599	536242577.206
8.0	0.0105822327709	548211771.379
9.0	0.0118932787522	559887130.278
10.0	0.0132017515308	571346411.92
