5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.53516369032e-06	4.86046264001e-08	1.4564694182e-07	4.86046264001e-08	4.9016874134e-06	-3.56767807619e-07	1.4564694182e-07	-3.56767807619e-07	4.58687942212e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53516369032e-06	4.86046264001e-08	1.4564694182e-07	4.86046264001e-08	4.9016874134e-06	-3.56767807619e-07	1.4564694182e-07	-3.56767807619e-07	4.58687942212e-06	0.0	7.55404026797e-07
1	nan	nan	1	1	32.0	32.0	32.0	1.002	8.21803938571e-22	-3.69555346367e-20	-3.13915042464e-22	1.0	-3.62706704486e-19	-1.38862945332e-22	-1.85784765579e-21	1.0	479024809.189	1443412.19986	583764.094049	1440531.08224	166635612.296	-2308202.54353	582598.6342	-2308202.5604	166345943.228	0.001998002662673058	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	479024809.18899995	1440531.1375848304	582598.896256487	1440531.08224	166303006.28343314	-2303595.3528243513	582598.6342	-2303595.3696606783	166013915.39720556	0.00133200177512	312903464.215
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-6.03366218311e-21	-4.15887386838e-19	-1.05051937794e-21	1.0	-1.556447856e-19	-1.6918945454e-21	-9.47948981986e-22	1.0	835064840.066	1523333.31198	998600.822329	1517264.79927	395247712.442	-3534136.80918	994621.661232	-3534136.62987	394230210.949	0.003992021269537457	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	835064840.066	1517264.2549601593	994622.332997012	1517264.79927	393673020.36055773	-3520056.5828486052	994621.6612319999	-3520056.404252988	392659572.65836656	0.00266134751303	441952644.06
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-2.32501858625e-20	5.56909273569e-19	-4.84479684772e-21	1.0	-5.52145540421e-19	6.59883333664e-21	2.38955935354e-20	1.0	1124885947.3	1420372.7675	938739.664955	1411900.79147	656289696.087	-3905872.22694	933141.484523	-3905872.78681	654871827.062	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1124885947.3	1411901.3593439364	933140.8200347914	1411900.79147	652375443.4264414	-3882576.7663419484	933141.4845230003	-3882577.322872764	650966030.8767396	0.00398804778503	473273642.635
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-1.97282576094e-21	7.32688462459e-19	-2.99273945622e-21	1.0	-2.18355829379e-19	7.49291218124e-21	-1.25714909496e-20	1.0	1406874823.26	1443501.42471	889111.419403	1432039.96824	921231446.779	-4111431.0676	882058.879858	-4111430.20883	919637247.458	0.007968169649176881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1406874823.26	1432045.0641964285	882054.9795664683	1432039.96824	913920086.0902778	-4078800.6623015874	882058.8798580007	-4078799.8103472223	912338539.1448412	0.00531211309945	493806542.476
5	nan	nan	1	1	32.0	32.0	32.0	1.01	9.30280404102e-20	-9.4966951766e-19	-2.26978360085e-21	1.0	-1.04539085814e-18	1.92412550237e-21	-1.11652839082e-20	1.0	1686202386.53	1508207.53008	876259.183457	1493259.16323	1187673684.54	-4267929.05706	867593.614648	-4267929.76379	1186003986.99	0.009950330853168092	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1686202386.53	1493274.7822574256	867583.3499574257	1493259.16323	1175914539.1485147	-4225672.333722772	867593.6146479988	-4225673.033455446	1174261373.2574258	0.00663355390211	511177588.714
6	nan	nan	1	1	32.0	32.0	32.0	1.012	1.33589668927e-21	2.72952975812e-18	2.46499822541e-22	1.0	-2.08859465075e-18	-1.56699027291e-21	-4.28946914349e-20	1.0	1963989410.08	1578280.41134	881400.469669	1559545.00892	1455113547.32	-4399128.36055	870960.451591	-4399126.38986	1453386267.38	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1963989410.0799997	1559565.623853755	870949.0807005928	1559545.00892	1437859236.4822133	-4346964.783152174	870960.4515910039	-4346962.835830042	1436152438.1225297	0.00795238057685	527048509.585
7	nan	nan	1	1	32.0	32.0	32.0	1.014	1.66660349817e-20	-2.12079182891e-19	2.58080351117e-22	1.0	-7.28726267325e-19	-3.90966916523e-21	-2.17904188765e-20	1.0	2240663732.33	1647040.36465	896500.894792	1624273.15212	1723345110.07	-4525488.24851	884142.572549	-4525485.72857	1721574306.19	0.013902905168991434	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	2240663732.3300004	1624300.1623767258	884123.1704063116	1624273.15212	1699551390.601578	-4463006.162238659	884142.5725489997	-4463003.677090731	1697805035.6903355	0.00926860344599	542052216.631
8	nan	nan	1	1	32.0	32.0	32.0	1.016	1.81847385864e-20	2.34908375181e-18	-5.95570041038e-21	1.0	-7.58124266295e-19	-9.81635912432e-21	1.18812087284e-20	1.0	2516422192.6	1714370.94381	919500.450625	1687322.48249	1992272486.8	-4655039.23264	905048.741421	-4655037.39838	1990476860.93	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2516422192.6000004	1687372.976190945	905020.1285679134	1687322.48249	1960898116.929134	-4581731.528188976	905048.7414210046	-4581729.722814963	1959130768.6318898	0.0105822327709	556476326.68
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.17778938699e-19	3.06986908525e-18	2.3260318825e-21	1.0	-4.48917535877e-18	-9.41042023871e-21	7.43436847338e-20	1.0	2791374075.52	1773381.67141	950906.701976	1741974.92101	2261848790.58	-4787632.20807	934134.121137	-4787634.28361	2260037171.89	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2791374075.52	1742025.2174950885	934093.0274813359	1741974.9210100004	2221855393.497053	-4702978.593388998	934134.1211370069	-4702980.632229873	2220075807.3575635	0.0118932787522	570478990.938
