6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.60934569334e-06
1.0	0.00133200177512	319763629.012
2.0	0.00266134751303	443634421.769
3.0	0.00398804778503	469297702.157
4.0	0.00531211309945	485869746.519
5.0	0.00663355390211	499837231.336
6.0	0.00795238057685	512619491.465
7.0	0.00926860344599	524741006.681
8.0	0.0105822327709	536451356.378
9.0	0.0118932787522	547879818.697
10.0	0.0132017515308	559110191.022
