6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.20934900867e-06
1.0	0.00133200177512	312958527.434
2.0	0.00266134751303	435605382.634
3.0	0.00398804778503	462296344.082
4.0	0.00531211309945	479591983.125
5.0	0.00663355390211	493932458.776
6.0	0.00795238057685	506911984.945
7.0	0.00926860344599	519137670.691
8.0	0.0105822327709	530889143.961
9.0	0.0118932787522	542322514.857
10.0	0.0132017515308	553523125.721
