6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	3.87907512298e-06
1.0	0.00133200177512	338941741.143
2.0	0.00266134751302	474300470.673
3.0	0.00398804778503	504609297.104
4.0	0.00531211309945	523121020.336
5.0	0.00663355390211	538850256.481
6.0	0.00795238057685	553304981.48
7.0	0.00926860344599	567038962.497
8.0	0.0105822327709	580306828.143
9.0	0.0118932787522	593232474.309
10.0	0.0132017515308	605894741.77
