6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.10511545152e-06
1.0	0.00133200177512	327670691.458
2.0	0.00266134751302	446013530.446
3.0	0.00398804778503	471868253.844
4.0	0.00531211309945	488772101.169
5.0	0.00663355390211	503040503.565
6.0	0.00795238057685	516075961.526
7.0	0.00926860344599	528413386.366
8.0	0.0105822327709	540300250.658
9.0	0.0118932787522	551862000.635
10.0	0.0132017515308	563192149.039
