6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	2.75485018947e-06
1.0	0.00133200177512	331893970.385
2.0	0.00266134751302	449011793.835
3.0	0.00398804778503	473826132.399
4.0	0.00531211309945	489863509.87
5.0	0.00663355390211	503296191.349
6.0	0.00795238057685	515610613.208
7.0	0.00926860344599	527319888.712
8.0	0.0105822327709	538638052.379
9.0	0.0118932787522	549677763.134
10.0	0.0132017515308	560509068.804
