6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.50058610371e-06
1.0	0.00133200177512	369157690.945
2.0	0.00266134751303	480879695.602
3.0	0.00398804778503	506569446.73
4.0	0.00531211309945	524165038.449
5.0	0.00663355390211	539247974.515
6.0	0.00795238057685	553209172.971
7.0	0.00926860344599	566532160.137
8.0	0.0105822327709	579444496.87
9.0	0.0118932787522	592055734.191
10.0	0.0132017515308	604443858.753
