6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	6.27363489856e-07
1.0	0.00133200177512	312058572.06
2.0	0.00266134751303	441500806.338
3.0	0.00398804778503	472910158.26
4.0	0.00531211309945	493409623.466
5.0	0.00663355390211	510737283.56
6.0	0.00795238057685	526576346.39
7.0	0.00926860344599	541548581.008
8.0	0.0105822327709	555940376.158
9.0	0.0118932787522	569911083.264
10.0	0.0132017515308	583562112.123
