2	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p
79	nan	nan	1	1	16.0	16.0	16.0	1.079	1.55112908466e-19	-4.77700112472e-18	-9.28162821734e-20	1.0	2.8583020926e-17	-1.64218512649e-19	1.2889459177e-19	1.0	5833469998.69	1657056.43641	-3952365.14982	1535818.48953	6192258673.13	1073415.17662	-3663085.7128	1073355.43816	6186130849.51
80	nan	nan	1	1	16.0	16.0	16.0	1.08	2.9307339975e-19	2.55506959144e-17	-1.34135608132e-19	1.0	3.11591657559e-17	2.99002630381e-19	6.44208261056e-19	1.0	5903933504.86	1664495.9707	-3973791.18095	1541287.15547	6273833085.34	1064201.57921	-3679533.2261	1064142.61198	6267672083.92
81	nan	nan	1	1	16.0	16.0	16.0	1.081	7.16166356904e-19	-1.53951679235e-17	-9.41927107126e-20	1.0	4.33585577788e-18	1.42301535139e-19	-2.09296547311e-19	1.0	5974331881.97	1671976.84414	-3995207.27367	1546782.44361	6355478273.49	1054995.75782	-3695937.04023	1054936.51775	6349284242.14
82	nan	nan	1	1	16.0	16.0	16.0	1.082	-3.00908454512e-19	-1.52564662784e-17	3.14778619023e-19	1.0	3.11602245471e-18	-1.93652907566e-19	2.53703573059e-18	1.0	6044665192.45	1679493.63674	-4016673.8724	1552302.23162	6437194205.92	1045727.3266	-3712361.04648	1045668.92417	6430967289.51
83	nan	nan	1	1	16.0	16.0	16.0	1.083	-4.36010209599e-19	-5.25824818766e-18	5.43424575223e-20	1.0	2.33659332456e-18	-2.58239169794e-19	2.91246984957e-19	1.0	6114933582.27	1687042.02777	-4038123.55413	1557839.5473	6518980796.96	1036479.51125	-3728734.99802	1036420.9268	6512721160.65
84	nan	nan	1	1	16.0	16.0	16.0	1.084	-2.92861641513e-19	2.82345198077e-18	1.72728546791e-19	1.0	9.73187916836e-18	-1.08102579893e-19	-1.09240780416e-19	1.0	6185137107.38	1694615.44415	-4059621.04833	1563391.12786	6600838020.72	1027177.37927	-3745126.71365	1027119.65126	6594545819.91
85	nan	nan	1	1	16.0	16.0	16.0	1.085	5.77464711791e-19	1.57645007583e-17	4.92205551694e-20	1.0	-1.47409143811e-17	-2.26157796917e-19	9.10679532307e-19	1.0	6255275914.17	1702210.06636	-4081092.94774	1568950.62377	6682765787.93	1017909.65018	-3761460.49763	1017851.85051	6676441203.49
86	nan	nan	1	1	16.0	16.0	16.0	1.086	2.84920707633e-19	-1.21621225732e-17	2.13756705174e-19	1.0	-5.62085769842e-18	-7.99704981326e-19	-9.99009186837e-19	1.0	6325350051.69	1709818.3997	-4102609.11409	1574513.7918	6764764077.93	1008596.66046	-3777808.86553	1008539.7009	6758407275.52
87	nan	nan	1	1	16.0	16.0	16.0	1.087	7.22095587534e-20	8.6379096472e-18	4.34766129958e-19	1.0	5.97470571214e-18	-1.15408239063e-19	-3.06367846555e-18	1.0	6395359667.13	1717437.40174	-4124090.19927	1580075.22331	6846832797.76	999331.57406	-3794090.71514	999274.702609	6840443973.47
88	nan	nan	1	1	16.0	16.0	16.0	1.088	2.50615873269e-19	1.71788869615e-17	4.52765580087e-19	1.0	1.76493608241e-17	6.14310644996e-19	1.66807257094e-18	1.0	6465304802.26	1725058.88212	-4145612.04611	1585629.83315	6928971931.44	990030.676949	-3810384.03903	989974.62665	6922551261.91
89	nan	nan	1	1	16.0	16.0	16.0	1.089	-4.19069550654e-19	2.65021521421e-17	3.64488865115e-19	1.0	-1.9738514649e-17	6.13675370286e-19	-1.04324018855e-18	1.0	6535185604.47	1732680.58168	-4167088.87175	1591173.27264	7011181382.79	980791.037963	-3826601.91075	980735.298358	7004729079.74
90	nan	nan	1	1	16.0	16.0	16.0	1.09	-4.58668340938e-19	-6.34745314849e-20	3.0703620849e-19	1.0	1.95839311361e-18	6.37604051046e-19	-2.79849097861e-18	1.0	6605002107.9	1740294.52238	-4188602.54237	1596700.34198	7093461139.97	971525.978086	-3842827.81169	971471.061461	7086977392.6
91	nan	nan	1	1	16.0	16.0	16.0	1.091	-1.35525271561e-20	-7.44650486733e-18	1.70941836668e-19	1.0	-1.0979399881e-17	7.35224598217e-19	9.12730940226e-19	1.0	6674754459.76	1747899.30722	-4210060.26059	1602207.95949	7175811104.1	962336.175405	-3858968.49319	962281.815786	7169296140.65
92	nan	nan	1	1	16.0	16.0	16.0	1.092	5.26007460245e-19	-8.13201921945e-18	1.05879118407e-19	1.0	2.43574911895e-18	3.58294936689e-19	1.4922867646e-18	1.0	6744442686.25	1755488.11885	-4231549.59248	1607691.51458	7258231267.0	953133.057428	-3875112.61188	953079.523743	7251685291.12
93	nan	nan	1	1	16.0	16.0	16.0	1.093	-1.57654007308e-19	2.63785118016e-17	2.92226366803e-20	1.0	-1.15223480002e-17	-2.7316812549e-20	-5.02197893493e-18	1.0	6814066933.73	1763059.58219	-4252970.03543	1613148.55564	7340721527.82	944020.297858	-3891159.99128	943967.530414	7334144785.31
94	nan	nan	1	1	16.0	16.0	16.0	1.094	-2.85344224106e-19	4.13796770557e-18	2.4656599699e-20	1.0	1.24962241313e-17	-4.44480539072e-19	-4.18566624842e-18	1.0	6883627220.45	1770608.9449	-4274414.74973	1618575.70575	7423281881.51	934907.896784	-3907204.33315	934855.925019	7416674592.32
95	nan	nan	1	1	16.0	16.0	16.0	1.095	-1.16361151129e-19	5.7189811714e-18	1.88160428299e-19	1.0	-3.33302170789e-18	-6.03510974919e-20	1.20413674386e-18	1.0	6953123691.18	1778133.66116	-4295774.95543	1623970.19906	7505912226.34	925901.802516	-3923138.09192	925850.708997	7499274654.08
96	nan	nan	1	1	16.0	16.0	16.0	1.096	2.33992851679e-20	9.34557920485e-18	3.94690883641e-19	1.0	7.25451955588e-18	3.59989002583e-21	1.4377854884e-18	1.0	7022556356.37	1785631.61683	-4317149.07183	1629330.25479	7588612560.32	916910.443393	-3939059.62579	916860.069814	7581944941.25
97	nan	nan	1	1	16.0	16.0	16.0	1.097	4.14199111207e-19	-2.53248557548e-17	-1.40059544806e-18	1.0	1.43631906262e-17	-1.73218237714e-19	-1.87869260723e-18	1.0	7091925358.56	1793097.378	-4338419.51549	1634651.38704	7671382781.51	908041.136718	-3954853.63793	907991.662098	7664685396.19
98	nan	nan	1	1	16.0	16.0	16.0	1.098	2.74544554029e-19	7.99953797255e-18	-2.91564622313e-19	1.0	8.77579072915e-19	9.55029648029e-20	6.6253858343e-19	1.0	7161230700.63	1800531.84267	-4359690.24564	1639933.60929	7754222890.64	899199.886961	-3970623.27153	899151.100155	7747495990.95
99	nan	nan	1	1	16.0	16.0	16.0	1.099	-4.86620428198e-19	-2.80121207195e-17	5.14837213253e-20	1.0	7.89381767282e-19	3.03661311591e-19	-1.45451438911e-19	1.0	7230472521.88	1807924.77454	-4380834.98228	1645169.10999	7837132786.63	890494.533998	-3986245.74006	890446.700367	7830376667.96
100	nan	nan	1	1	16.0	16.0	16.0	1.1	1.67818402675e-19	1.83029526221e-17	4.48834817816e-19	1.0	-2.29930269906e-17	3.73329771502e-19	-2.58911502196e-18	1.0	7299650817.04	1815280.05128	-4401964.03839	1650359.5525	7920112473.58	881827.753654	-4001829.56189	881780.738918	7913327400.51
101	nan	nan	1	1	16.0	16.0	16.0	1.099	-6.03193337563e-19	3.12962792143e-18	4.38154261747e-19	1.0	-2.39387392762e-17	-1.41454502191e-19	1.47476377051e-18	1.0	7188700076.11	1514575.12667	-4211820.75753	1378154.22033	7859670816.23	888034.521596	-3831922.06085	888361.692181	7853293881.47
102	nan	nan	1	1	16.0	16.0	16.0	1.098	-2.70309389293e-19	-1.03249081106e-17	-3.21025487009e-19	1.0	1.52555398361e-17	-4.21398891259e-20	-1.3090629502e-18	1.0	7078176069.7	1210306.22304	-4017257.36473	1102430.13874	7799228754.48	861301.541874	-3658600.93285	861332.913372	7793157879.13
103	nan	nan	1	1	16.0	16.0	16.0	1.097	-4.21187133022e-19	2.00232500682e-17	-4.03756783154e-19	1.0	-2.52982800961e-17	9.27501077243e-20	1.89957726334e-18	1.0	6978367606.22	582983.885814	-3037884.88021	526010.888336	7732408186.95	482534.768049	-2775493.8503	486623.273978	7727904574.55
104	nan	nan	1	1	16.0	16.0	16.0	1.096	-2.96885048013e-19	9.38766615442e-18	-2.37301574129e-19	1.0	1.30965057931e-17	2.55803950071e-19	-8.56747356368e-19	1.0	6899094030.95	-417117.982679	-1040109.19135	-380608.433004	7652926080.0	-117868.061847	-950394.706928	-114555.013956	7652639034.94
105	nan	nan	1	1	16.0	16.0	16.0	1.095	-1.23560931181e-19	-2.61860235644e-18	-8.04204843859e-19	1.0	-4.30102154792e-18	3.94717353421e-19	-1.51603015691e-18	1.0	6825082211.31	-946003.768605	916742.001492	-863359.783841	7570747894.01	-440338.89394	833994.137924	-440711.945951	7574345412.21
106	nan	nan	1	1	16.0	16.0	16.0	1.094	1.09902524906e-19	-2.01513638014e-17	-5.18185640373e-19	1.0	1.42725051612e-19	3.08531751037e-19	1.09111078496e-18	1.0	6752825020.39	-1225947.27763	2305378.43775	-1116891.02188	7488346341.16	-574283.184324	2109506.54128	-573537.713502	7494417100.7
107	nan	nan	1	1	16.0	16.0	16.0	1.093	1.59348073202e-19	1.14597734412e-17	-2.8977791219e-19	1.0	1.41046867586e-17	2.58556807149e-19	3.99640732426e-19	1.0	6681583015.01	-1370064.63686	3217588.64201	-1250057.5609	7405971090.21	-622428.500555	2946243.24079	-623859.880262	7413421243.51
108	nan	nan	1	1	16.0	16.0	16.0	1.092	-3.27060596759e-19	6.87679580096e-18	7.10382710061e-20	1.0	1.30580716731e-18	3.44954167769e-19	-1.53606778007e-18	1.0	6611136448.38	-1441793.98437	3761425.14641	-1314780.85456	7323543705.38	-612432.323964	3449540.84084	-611681.06587	7331681402.17
109	nan	nan	1	1	16.0	16.0	16.0	1.091	3.32142794442e-19	-6.96197555172e-18	-3.19146132658e-19	1.0	-3.18577561792e-17	4.44692297309e-21	1.03854180267e-18	1.0	6541025247.16	-1472215.51441	4084402.16737	-1344171.18033	7241173553.79	-598268.566861	3749229.11279	-598486.20619	7249580925.21
110	nan	nan	1	1	16.0	16.0	16.0	1.09	3.21343124365e-19	-3.92705650171e-19	-5.46395807983e-19	1.0	1.82346076511e-17	-1.95452852579e-19	-1.69740108674e-18	1.0	6471158583.51	-1485956.06463	4272237.23081	-1357652.58837	7158842515.21	-584957.216623	3924006.22095	-584540.278367	7167245081.44
111	nan	nan	1	1	16.0	16.0	16.0	1.089	-2.93814553579e-19	-6.02611002412e-19	-5.29250008246e-19	1.0	1.16471265412e-17	-2.13240544471e-19	4.51420915283e-18	1.0	6401351482.27	-1492083.33965	4384494.83954	-1365717.65055	7076584025.23	-583171.415567	4030164.27453	-583586.53718	7084836944.72
112	nan	nan	1	1	16.0	16.0	16.0	1.088	4.10281583826e-19	9.06838767286e-18	-2.10209754707e-19	1.0	2.53426963863e-18	-2.85026586751e-19	2.70891724444e-19	1.0	6331572473.9	-1502814.95036	4447769.77359	-1377612.3089	6994380164.14	-589295.463175	4090544.59183	-589764.257746	7002412335.44
113	nan	nan	1	1	16.0	16.0	16.0	1.087	-4.57821307991e-19	8.90443385801e-20	4.62030002948e-20	1.0	-1.26942180827e-17	3.66129991451e-19	-1.1591910581e-18	1.0	6261768871.86	-1518570.28611	4479958.20551	-1394539.27245	6912231911.62	-603496.573243	4123456.95018	-604056.206148	6920026731.76
114	nan	nan	1	1	16.0	16.0	16.0	1.086	-1.72688842121e-19	5.65595662617e-18	1.7409174044e-19	1.0	1.24265027318e-18	7.57882729556e-19	-1.68567497437e-18	1.0	6191931328.83	-1541200.42744	4489076.89225	-1417504.86764	6830130728.81	-625525.750467	4134770.9474	-625964.381877	6837700357.47
115	nan	nan	1	1	16.0	16.0	16.0	1.085	-3.74388562686e-19	-1.53715833499e-17	9.9552841082e-20	1.0	-5.17044792872e-18	7.33530532322e-19	-2.09312429178e-18	1.0	6122044804.17	-1567033.93894	4483185.05303	-1443378.79863	6748077413.57	-652965.248146	4132857.42009	-653219.92061	6755449008.47
116	nan	nan	1	1	16.0	16.0	16.0	1.084	-1.80206259528e-19	-9.74569639331e-18	1.76189470474e-19	1.0	2.721940376e-18	7.97693278077e-19	-1.50594517088e-18	1.0	6052106392.91	-1594626.3021	4467076.35742	-1470650.41655	6666071488.19	-684052.366875	4121300.66014	-684227.714764	6673277068.76
117	nan	nan	1	1	16.0	16.0	16.0	1.083	-6.3199245777e-19	1.66167217823e-17	1.29589423485e-19	1.0	-4.04694342748e-17	6.89484819065e-19	8.59473743667e-20	1.0	5982111310.67	-1621239.60264	4444786.06846	-1496919.13405	6584116302.59	-716293.849455	4104335.50243	-716326.388427	6591186669.82
118	nan	nan	1	1	16.0	16.0	16.0	1.082	2.23193181602e-19	1.97901307192e-18	-2.26978360085e-20	1.0	1.79477546496e-17	-1.75759336555e-19	-1.53365903012e-18	1.0	5912058415.62	-1645907.83327	4418737.91478	-1521282.28222	6502214524.99	-748495.527878	4083772.76567	-748510.23965	6509176765.61
119	nan	nan	1	1	16.0	16.0	16.0	1.081	-6.50097787018e-19	9.37946052274e-18	-2.60131759036e-19	1.0	1.12414242293e-17	3.681416947e-19	5.97634683847e-19	1.0	5841945904.54	-1667483.22655	4390690.56856	-1542743.47298	6420369710.24	-779521.667034	4061527.74098	-779459.544511	6427245938.93
120	nan	nan	1	1	16.0	16.0	16.0	1.08	-7.34801081743e-20	-2.03003886606e-17	-4.00487765374e-19	1.0	1.61379893484e-17	2.91167575619e-19	8.51797507583e-19	1.0	5771773216.98	-1685802.10082	4361939.29848	-1561175.53975	6338584450.26	-808802.471149	4038545.9318	-808757.564443	6345392401.95
121	nan	nan	1	1	16.0	16.0	16.0	1.079	2.39392686718e-19	1.21700370373e-17	-2.40729410588e-19	1.0	1.8206284987e-17	2.03076149104e-19	4.09805127793e-19	1.0	5701539374.18	-1700781.58792	4333251.24079	-1576510.23738	6256861449.24	-836003.376331	4015708.01017	-835928.182981	6263614602.58
122	nan	nan	1	1	16.0	16.0	16.0	1.078	-4.42680594059e-19	-2.19406150234e-17	-8.70723399998e-20	1.0	-2.1005199482e-17	8.54232727306e-19	-1.16599379145e-19	1.0	5631243929.81	-1712690.41397	4305348.75687	-1589017.82692	6175202526.52	-861000.069174	3993514.86029	-860950.681061	6181911298.28
123	nan	nan	1	1	16.0	16.0	16.0	1.077	-1.04185052512e-19	-1.44954865846e-17	-2.62064052947e-19	1.0	3.88915177732e-18	7.83399597092e-19	6.08354944586e-19	1.0	5560886189.25	-1721904.55429	4278537.39745	-1599027.66083	6093609500.41	-883855.91877	3972366.59723	-883793.013421	6100281456.95
124	nan	nan	1	1	16.0	16.0	16.0	1.076	3.16155047563e-19	2.01711896664e-17	-1.79729803496e-19	1.0	-2.17956665103e-17	4.28175154837e-19	1.7359940254e-18	1.0	5490465764.23	-1728785.09504	4253151.4362	-1606893.1368	6012083493.54	-904686.428697	3952460.06182	-904642.544375	6018724414.54
125	nan	nan	1	1	16.0	16.0	16.0	1.075	2.77403290226e-19	2.47577407268e-17	-2.65240426499e-19	1.0	-2.38095667517e-19	2.1927565422e-19	-5.11131444109e-20	1.0	5419982161.64	-1733792.51415	4229189.69385	-1613019.02404	5930625648.51	-923695.139345	3933883.68086	-923641.446047	5937239567.42
126	nan	nan	1	1	16.0	16.0	16.0	1.074	-2.63003730122e-19	-1.11461859623e-17	-2.56849506365e-19	1.0	-2.42596059445e-17	7.52800531872e-20	1.84679652281e-18	1.0	5349435076.07	-1737223.35506	4206701.50576	-1617697.23466	5849236615.29	-941077.572424	3916608.21446	-941036.224361	5855826607.6
127	nan	nan	1	1	16.0	16.0	16.0	1.073	5.85617403908e-19	2.52706985857e-18	-2.42913167405e-19	1.0	-3.07336640488e-18	9.95263713024e-20	-1.32955055961e-18	1.0	5278824171.06	-1739448.05251	4185518.64088	-1621253.27224	5767917085.93	-957047.716185	3900545.13116	-956998.610647	5774485199.98
128	nan	nan	1	1	16.0	16.0	16.0	1.072	-8.30092288309e-20	-1.04872737386e-17	-1.75878450563e-19	1.0	3.57779173033e-17	-6.50097787018e-20	1.13277421805e-18	1.0	5208149205.8	-1740651.08749	4165567.31264	-1623871.94427	5686667426.43	-971795.32158	3885573.99094	-971755.385076	5693215237.79
129	nan	nan	1	1	16.0	16.0	16.0	1.071	-2.28381258403e-19	-3.9170773948e-18	-2.16787494938e-20	1.0	-7.24350812756e-18	-2.43839609691e-19	-3.123433993e-21	1.0	5137409940.01	-1741086.32879	4146645.83085	-1625774.43498	5605488060.35	-985490.330405	3871556.9669	-985445.165175	5612016545.01
130	nan	nan	1	1	16.0	16.0	16.0	1.07	-2.78038564936e-19	4.57148975589e-18	1.13330361365e-19	1.0	-8.6067679515e-18	-2.15040489484e-19	6.41415699308e-19	1.0	5066606162.8	-1740851.63933	4128660.04592	-1627062.41749	5524379201.2	-998290.075747	3858368.30097	-998252.75136	5530889127.91
131	nan	nan	1	1	16.0	16.0	16.0	1.069	-3.5289510165e-19	5.54727171113e-18	1.68453677385e-19	1.0	2.38311396221e-18	5.92499546604e-19	-1.71174770728e-18	1.0	4995737682.45	-1740119.28313	4111432.5994	-1627884.2035	5443341118.99	-1010319.53863	3845879.80289	-1010278.93256	5449832908.84
132	nan	nan	1	1	16.0	16.0	16.0	1.068	-2.38757412007e-19	1.62460919283e-17	1.66878725499e-19	1.0	5.04569585746e-18	7.45918389176e-19	-1.63390008547e-18	1.0	4924804301.58	-1738934.66631	4094884.21888	-1628290.96016	5362373943.63	-1021704.50652	3833988.07561	-1021670.65111	5368847958.55
133	nan	nan	1	1	16.0	16.0	16.0	1.067	5.41571690651e-19	1.25629015061e-17	-5.86305618178e-20	1.0	4.82009392591e-18	7.24636686376e-19	1.62233279179e-19	1.0	4853805855.32	-1737422.7274	4078874.68356	-1628388.89665	5281477854.03	-1032533.6008	3822591.07264	-1032497.54679	5287934259.84
134	nan	nan	1	1	16.0	16.0	16.0	1.066	-3.64330046438e-19	-9.59418337487e-18	-3.95723205045e-21	1.0	1.02429510555e-17	5.36807130322e-20	-3.8680288932e-19	1.0	4782742154.29	-1735596.08099	4063344.83179	-1628197.68421	5200652934.08	-1042906.21637	3811609.59012	-1042875.85549	5207091917.52
135	nan	nan	1	1	16.0	16.0	16.0	1.065	-2.40345598783e-20	1.89186396956e-17	-9.79381845263e-22	1.0	9.81172525853e-18	-6.0478152434e-19	1.76799598894e-18	1.0	4711613051.06	-1733552.36626	4048186.89507	-1627799.2505	5119899311.09	-1052881.47174	3800966.61261	-1052849.63367	5126320945.64
136	nan	nan	1	1	16.0	16.0	16.0	1.064	-2.35157521981e-19	-2.80959240417e-17	-1.3089306013e-20	1.0	6.02374759629e-18	7.49835916557e-19	3.92573301273e-19	1.0	4640418361.63	-1731281.36492	4033357.2049	-1627191.64426	5039217048.3	-1062536.70306	3790600.8444	-1062509.73949	5045621461.32
137	nan	nan	1	1	16.0	16.0	16.0	1.063	1.72053567411e-19	5.32984894148e-18	-2.90505831129e-20	1.0	-4.10308219042e-18	-6.67567841555e-19	1.36001727594e-19	1.0	4569157951.48	-1728864.59953	4018774.84551	-1626442.44078	4958606247.94	-1071906.23353	3780457.04219	-1071878.41805	4964993488.53
138	nan	nan	1	1	16.0	16.0	16.0	1.062	-1.51089501966e-19	-8.48748188972e-18	-5.84982129198e-21	1.0	-4.78035947801e-19	-1.05349722815e-18	1.27425519003e-19	1.0	4497831639.76	-1726275.07696	4004407.58314	-1625533.97348	4878066968.62	-1081048.46941	3770486.73897	-1081024.92917	4884437143.52
139	nan	nan	1	1	16.0	16.0	16.0	1.061	1.96617522881e-19	5.21663769412e-18	-8.30886381697e-20	1.0	5.97380077655e-18	-5.70582569094e-19	-6.47450809058e-19	1.0	4426439301.81	-1723584.99403	3990198.63092	-1624525.4519	4797599302.23	-1089976.72423	3760655.09571	-1089952.85114	4803952449.11
140	nan	nan	1	1	16.0	16.0	16.0	1.06	1.66230215899e-19	9.93312890267e-18	-6.40568666361e-20	1.0	-1.10141398124e-17	-4.79632406383e-20	3.39289634935e-19	1.0	4354980758.01	-1720755.56593	3976123.98685	-1623388.20576	4717203309.91	-1098734.87004	3750922.69871	-1098714.75843	4723539516.01
141	nan	nan	1	1	16.0	16.0	16.0	1.059	2.14934610366e-19	1.72219532929e-17	1.14005340745e-19	1.0	4.11264274394e-19	4.98161252104e-19	1.03838298399e-18	1.0	4283455891.05	-1717853.60993	3962147.12268	-1622176.58534	4636879079.23	-1107319.83908	3741272.19194	-1107299.72982	4643198362.79
142	nan	nan	1	1	16.0	16.0	16.0	1.058	-1.66018457662e-19	5.90352847479e-18	4.20843025887e-19	1.0	-1.19404315515e-17	8.01716684576e-19	6.24951496396e-19	1.0	4211864521.09	-1714832.7044	3948248.81589	-1620854.733	4556626674.99	-1115766.27801	3731669.54837	-1115749.43557	4562929095.37
143	nan	nan	1	1	16.0	16.0	16.0	1.057	-1.92647055941e-19	9.44380855695e-18	3.47971722644e-19	1.0	5.696931845e-18	-1.926999955e-20	1.93385562792e-18	1.0	4140206536.45	-1711756.41351	3934407.85932	-1619474.13431	4476446180.82	-1124060.39152	3722110.67586	-1124043.70263	4482731729.69
144	nan	nan	1	1	16.0	16.0	16.0	1.056	-6.59097512082e-20	1.56409662969e-17	3.19437300233e-19	1.0	5.29180525075e-18	-7.88058278302e-19	1.07202607387e-20	1.0	4068481757.06	-1708574.48696	3920606.5874	-1617995.18481	4396337664.05	-1132233.18776	3712563.7036	-1132219.30768	4402606368.37
145	nan	nan	1	1	16.0	16.0	16.0	1.055	1.65753759866e-19	7.89567055739e-19	2.17052192734e-19	1.0	-4.45842409232e-18	7.69211795225e-19	-1.70984188315e-18	1.0	3996690074.24	-1705347.68523	3906834.63571	-1616467.04783	4316301203.8	-1140265.18634	3703033.81059	-1140251.4615	4322553028.09
146	nan	nan	1	1	16.0	16.0	16.0	1.054	-1.13396535814e-19	-2.20757961878e-20	3.70576914424e-20	1.0	-2.5707714647e-18	2.16522797142e-19	1.65237599164e-18	1.0	3924831309.03	-1702024.98821	3893073.80506	-1614849.0562	4236336867.49	-1148187.12255	3693489.25008	-1148175.79735	4242571809.55
147	nan	nan	1	1	16.0	16.0	16.0	1.053	-4.38816006237e-19	8.17598552337e-19	-1.7610344369e-19	1.0	-8.63519649479e-18	-3.47283508374e-20	3.87702861826e-19	1.0	3852905353.52	-1698664.23951	3879321.25415	-1613188.14237	4156444729.34	-1155977.07992	3683941.46886	-1155965.80142	4162662732.92
148	nan	nan	1	1	16.0	16.0	16.0	1.052	-4.53162626781e-19	-7.5798066774e-18	-7.32154103783e-20	1.0	-1.85430070533e-18	-2.40451477902e-19	-9.2975100851e-19	1.0	3780912030.55	-1695215.82866	3865557.47301	-1611444.42893	4076624856.01	-1163666.55048	3674358.10746	-1163657.32319	4082825897.32
149	nan	nan	1	1	16.0	16.0	16.0	1.051	-1.24143266332e-19	-9.00898948744e-18	3.25048893509e-20	1.0	4.29945983092e-18	-3.98846639038e-19	-1.55414663953e-18	1.0	3708851231.08	-1691733.75458	3851784.93306	-1609661.92094	3996877316.73	-1171232.66335	3664754.85092	-1171223.29988	4003061328.49
150	nan	nan	1	1	16.0	16.0	16.0	1.05	-1.50401287697e-19	-4.8528105735e-18	7.54388718648e-20	1.0	-1.61781969437e-18	3.75976749463e-19	-8.6196190295e-19	1.0	3636722780.72	-1688171.55582	3837982.75547	-1607802.99029	3917202177.1	-1178707.19515	3655098.67631	-1178699.60114	3923369123.47
151	nan	nan	1	1	16.0	16.0	16.0	1.049	5.3230726779e-19	4.44837881096e-18	-2.80844361574e-20	1.0	-9.71422382537e-18	2.0000565467e-19	-2.78647369867e-19	1.0	3564526567.53	-1684578.66737	3824157.32837	-1605908.19105	3837599502.41	-1186066.75473	3645408.22057	-1186058.81134	3843749314.39
152	nan	nan	1	1	16.0	16.0	16.0	1.048	2.6051557084e-19	1.31800973571e-18	-1.9404995426e-19	1.0	4.17027407158e-18	3.53424497242e-19	-7.99837330224e-19	1.0	3492262420.16	-1680912.91008	3810286.805	-1603943.0654	3758069357.25	-1193342.53645	3635650.17633	-1193336.14727	3764201995.92
153	nan	nan	1	1	16.0	16.0	16.0	1.047	3.72694496792e-20	-1.04365047014e-18	-2.7843561163e-19	1.0	-3.3267748399e-18	2.34945763745e-19	-1.04515924757e-18	1.0	3419930223.02	-1677218.88771	3796380.52432	-1601944.57149	3678611803.98	-1200510.70454	3625845.25829	-1200503.75221	3684727206.43
154	nan	nan	1	1	16.0	16.0	16.0	1.046	-1.16837607162e-19	1.31242461221e-18	-3.99137806614e-19	1.0	-2.44286948966e-18	4.39398341388e-20	6.56424064342e-19	1.0	3347529808.17	-1673459.62349	3782416.14412	-1599882.21643	3599226906.46	-1207600.96384	3615960.30322	-1207595.409	3605325037.61
155	nan	nan	1	1	16.0	16.0	16.0	1.045	-1.03232140447e-19	1.60491567681e-17	-1.77665160687e-19	1.0	5.0107292786e-20	-1.98205709658e-19	1.51293319269e-18	1.0	3275061055.99	-1669674.62918	3768405.13598	-1597789.16429	3519914725.19	-1214589.42526	3606017.37051	-1214583.11866	3525995533.45
156	nan	nan	1	1	16.0	16.0	16.0	1.044	-2.09640654445e-19	6.47371399719e-18	-2.01964418361e-20	1.0	-8.99080474885e-18	-2.3589867581e-19	-1.22131563082e-19	1.0	3202523801.94	-1665832.51378	3754324.88355	-1595639.22697	3440675323.56	-1221503.97166	3595983.61739	-1221498.95457	3446738782.39
157	nan	nan	1	1	16.0	16.0	16.0	1.043	-1.81582688068e-19	-5.25478064653e-18	1.57971644663e-19	1.0	1.87085755247e-18	-2.89685267961e-19	6.64894393815e-19	1.0	3129917922.16	-1661967.84122	3740188.42384	-1593461.92499	3361508761.3	-1228320.70467	3585881.96107	-1228314.78752	3367554833.22
158	nan	nan	1	1	16.0	16.0	16.0	1.042	-1.80523896884e-19	5.97923204445e-18	1.82588539693e-19	1.0	-6.55381155026e-18	-3.41883673336e-19	-4.81670579412e-19	1.0	3057243255.61	-1658054.6652	3725973.17587	-1591235.24721	3282415101.3	-1235065.53534	3575680.15201	-1235060.83869	3288443771.11
159	nan	nan	1	1	16.0	16.0	16.0	1.041	2.94343949171e-20	2.8389897414e-18	1.50507166815e-19	1.0	-2.28810068833e-18	-4.58985978293e-19	-4.28333973515e-19	1.0	2984499674.47	-1654123.09296	3711692.98272	-1588985.50961	3203394403.08	-1241715.15472	3565401.26525	-1241709.45716	3209405648.81
160	nan	nan	1	1	16.0	16.0	16.0	1.04	3.721651012e-20	-2.19381533339e-19	1.89523621948e-19	1.0	1.15306330412e-17	-4.41621802875e-19	-1.06630860147e-18	1.0	2911687020.95	-1650152.47009	3697325.5476	-1586694.78306	3124446729.37	-1248293.46321	3555013.87066	-1248288.94517	3130440548.14
161	nan	nan	1	1	16.0	16.0	16.0	1.039	-8.56032672319e-20	-9.25425846523e-18	1.49818952546e-19	1.0	-1.17420471709e-17	-7.50682949504e-20	5.25557473992e-19	1.0	2838805163.06	-1646168.87622	3682884.78973	-1584386.53152	3045572140.3	-1254778.10952	3544540.50766	-1254772.54436	3051548525.27
162	nan	nan	1	1	16.0	16.0	16.0	1.038	1.5881867761e-22	5.81567527629e-19	3.33783920777e-20	1.0	2.7711212265e-19	1.82535600133e-19	1.58681034756e-18	1.0	2765853946.25	-1642156.64224	3668348.99549	-1582046.6814	2966770698.54	-1261191.04461	3533950.85266	-1261186.63946	2972729658.64
