6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	9.41871621376e-07
1.0	0.00133200177512	316095362.39
2.0	0.00266134751303	446072198.245
3.0	0.00398804778503	479674761.278
4.0	0.00531211309945	502652235.17
5.0	0.00663355390211	522312395.874
6.0	0.00795238057685	540306014.099
7.0	0.00926860344599	557276922.731
8.0	0.0105822327709	573530661.391
9.0	0.0118932787522	589249775.799
10.0	0.0132017515308	604548275.019
