6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.73686724465e-07
1.0	0.00133200177512	315899178.825
2.0	0.00266134751303	444012466.633
3.0	0.00398804778503	476188825.317
4.0	0.00531211309945	497853269.398
5.0	0.00663355390211	516284854.358
6.0	0.00795238057685	533137824.467
7.0	0.00926860344599	549042225.794
8.0	0.0105822327709	564299819.802
9.0	0.0118932787522	579078639.021
10.0	0.0132017515308	593484983.94
