6	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
filterTable v2.0.2	--white inc,Mises(ln(V)),Mises(Cauchy)
inc	Mises(ln(V))	Mises(Cauchy)
0.0	0.0	4.07392861196e-06
1.0	0.00133200177512	312348744.191
2.0	0.00266134751302	441155590.51
3.0	0.00398804778503	470337783.589
4.0	0.00531211309945	488254605.427
5.0	0.00663355390211	503198331.585
6.0	0.00795238057685	516830672.066
7.0	0.00926860344599	529728735.173
8.0	0.0105822327709	542163705.886
9.0	0.0118932787522	554279235.106
10.0	0.0132017515308	566164285.321
